"","Method","id","ace_a","ace_c","ace_e","n","NGroups","NDependentVars","NIndependentVars","NContinuousLatentVars","Parameters","TrueModel","aBIC_ae_0.01","aBIC_ae_0.025","aBIC_ae_0.05","aBIC_ae_0.1","aBIC_ae_0.5","aBIC_ae_0.9","aBIC_ae_0.95","aBIC_ae_0.975","aBIC_ae_0.99","aBIC_ae_NA","AIC_ae_0.01","AIC_ae_0.025","AIC_ae_0.05","AIC_ae_0.1","AIC_ae_0.5","AIC_ae_0.9","AIC_ae_0.95","AIC_ae_0.975","AIC_ae_0.99","AIC_ae_NA","BIC_ae_0.01","BIC_ae_0.025","BIC_ae_0.05","BIC_ae_0.1","BIC_ae_0.5","BIC_ae_0.9","BIC_ae_0.95","BIC_ae_0.975","BIC_ae_0.99","BIC_ae_NA","CFI_ae_0.01","CFI_ae_0.025","CFI_ae_0.05","CFI_ae_0.1","CFI_ae_0.5","CFI_ae_0.9","CFI_ae_0.95","CFI_ae_0.975","CFI_ae_0.99","CFI_ae_NA","ChiSqBaseline_DF_ae_0.01","ChiSqBaseline_DF_ae_0.025","ChiSqBaseline_DF_ae_0.05","ChiSqBaseline_DF_ae_0.1","ChiSqBaseline_DF_ae_0.5","ChiSqBaseline_DF_ae_0.9","ChiSqBaseline_DF_ae_0.95","ChiSqBaseline_DF_ae_0.975","ChiSqBaseline_DF_ae_0.99","ChiSqBaseline_DF_ae_NA","ChiSqBaseline_PValue_ae_0.01","ChiSqBaseline_PValue_ae_0.025","ChiSqBaseline_PValue_ae_0.05","ChiSqBaseline_PValue_ae_0.1","ChiSqBaseline_PValue_ae_0.5","ChiSqBaseline_PValue_ae_0.9","ChiSqBaseline_PValue_ae_0.95","ChiSqBaseline_PValue_ae_0.975","ChiSqBaseline_PValue_ae_0.99","ChiSqBaseline_PValue_ae_NA","ChiSqBaseline_Value_ae_0.01","ChiSqBaseline_Value_ae_0.025","ChiSqBaseline_Value_ae_0.05","ChiSqBaseline_Value_ae_0.1","ChiSqBaseline_Value_ae_0.5","ChiSqBaseline_Value_ae_0.9","ChiSqBaseline_Value_ae_0.95","ChiSqBaseline_Value_ae_0.975","ChiSqBaseline_Value_ae_0.99","ChiSqBaseline_Value_ae_NA","ChiSqM_DF_ae_0.01","ChiSqM_DF_ae_0.025","ChiSqM_DF_ae_0.05","ChiSqM_DF_ae_0.1","ChiSqM_DF_ae_0.5","ChiSqM_DF_ae_0.9","ChiSqM_DF_ae_0.95","ChiSqM_DF_ae_0.975","ChiSqM_DF_ae_0.99","ChiSqM_DF_ae_NA","ChiSqM_PValue_ae_0.01","ChiSqM_PValue_ae_0.025","ChiSqM_PValue_ae_0.05","ChiSqM_PValue_ae_0.1","ChiSqM_PValue_ae_0.5","ChiSqM_PValue_ae_0.9","ChiSqM_PValue_ae_0.95","ChiSqM_PValue_ae_0.975","ChiSqM_PValue_ae_0.99","ChiSqM_PValue_ae_NA","ChiSqM_Value_ae_0.01","ChiSqM_Value_ae_0.025","ChiSqM_Value_ae_0.05","ChiSqM_Value_ae_0.1","ChiSqM_Value_ae_0.5","ChiSqM_Value_ae_0.9","ChiSqM_Value_ae_0.95","ChiSqM_Value_ae_0.975","ChiSqM_Value_ae_0.99","ChiSqM_Value_ae_NA","LL_ae_0.01","LL_ae_0.025","LL_ae_0.05","LL_ae_0.1","LL_ae_0.5","LL_ae_0.9","LL_ae_0.95","LL_ae_0.975","LL_ae_0.99","LL_ae_NA","RMSEA_90CI_LB_ae_0.01","RMSEA_90CI_LB_ae_0.025","RMSEA_90CI_LB_ae_0.05","RMSEA_90CI_LB_ae_0.1","RMSEA_90CI_LB_ae_0.5","RMSEA_90CI_LB_ae_0.9","RMSEA_90CI_LB_ae_0.95","RMSEA_90CI_LB_ae_0.975","RMSEA_90CI_LB_ae_0.99","RMSEA_90CI_LB_ae_NA","RMSEA_90CI_UB_ae_0.01","RMSEA_90CI_UB_ae_0.025","RMSEA_90CI_UB_ae_0.05","RMSEA_90CI_UB_ae_0.1","RMSEA_90CI_UB_ae_0.5","RMSEA_90CI_UB_ae_0.9","RMSEA_90CI_UB_ae_0.95","RMSEA_90CI_UB_ae_0.975","RMSEA_90CI_UB_ae_0.99","RMSEA_90CI_UB_ae_NA","RMSEA_Estimate_ae_0.01","RMSEA_Estimate_ae_0.025","RMSEA_Estimate_ae_0.05","RMSEA_Estimate_ae_0.1","RMSEA_Estimate_ae_0.5","RMSEA_Estimate_ae_0.9","RMSEA_Estimate_ae_0.95","RMSEA_Estimate_ae_0.975","RMSEA_Estimate_ae_0.99","RMSEA_Estimate_ae_NA","RMSEA_pLT05_ae_0.01","RMSEA_pLT05_ae_0.025","RMSEA_pLT05_ae_0.05","RMSEA_pLT05_ae_0.1","RMSEA_pLT05_ae_0.5","RMSEA_pLT05_ae_0.9","RMSEA_pLT05_ae_0.95","RMSEA_pLT05_ae_0.975","RMSEA_pLT05_ae_0.99","RMSEA_pLT05_ae_NA","SRMR_ae_0.01","SRMR_ae_0.025","SRMR_ae_0.05","SRMR_ae_0.1","SRMR_ae_0.5","SRMR_ae_0.9","SRMR_ae_0.95","SRMR_ae_0.975","SRMR_ae_0.99","SRMR_ae_NA","TLI_ae_0.01","TLI_ae_0.025","TLI_ae_0.05","TLI_ae_0.1","TLI_ae_0.5","TLI_ae_0.9","TLI_ae_0.95","TLI_ae_0.975","TLI_ae_0.99","TLI_ae_NA","UnrestrictedLL_ae_0.01","UnrestrictedLL_ae_0.025","UnrestrictedLL_ae_0.05","UnrestrictedLL_ae_0.1","UnrestrictedLL_ae_0.5","UnrestrictedLL_ae_0.9","UnrestrictedLL_ae_0.95","UnrestrictedLL_ae_0.975","UnrestrictedLL_ae_0.99","UnrestrictedLL_ae_NA"
"36","uni",12,2,0,2,100,2,2,0,6,4,"AE",1590.411,1600.136,1608.923,1619.875,1657.691,1694.356,1703.761,1712.929,1723.448,0,1590.02,1599.745,1608.533,1619.484,1657.3,1693.965,1703.371,1712.539,1723.057,0,1599.915,1609.64,1618.428,1629.379,1667.195,1703.86,1713.266,1722.434,1732.952,0,0.596,0.694,0.774,0.849,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1e-04,2e-04,7e-04,0,14.397,17.094,19.767,23.292,36.409,52.654,57.632,62.251,66.625,0,7,7,7,7,7,7,7,7,7,0,0.0089,0.0216,0.0438,0.0927,0.4956,0.9003,0.9499,0.9732,0.9891,0,1.262,1.725,2.168,2.829,6.383,12.242,14.446,16.37,18.768,0,-792.01,-796.873,-801.266,-806.742,-825.65,-843.982,-848.685,-853.269,-858.529,0,0,0,0,0,0,0,0.016,0.041,0.06,0,0,0,0.002,0.053,0.116,0.165,0.179,0.19,0.202,0,0,0,0,0,0,0.087,0.103,0.116,0.13,0,0.033,0.066,0.113,0.199,0.653,0.947,0.975,0.987,0.995,0,0.039,0.045,0.051,0.059,0.092,0.136,0.15,0.164,0.182,0,0.884,0.913,0.935,0.957,1.005,1.039,1.049,1.061,1.076,0,-788.552,-793.169,-797.585,-802.872,-822.192,-840.445,-845.293,-849.868,-854.851,0
"37","uni",20,1,0,1,250,2,2,0,6,4,"AE",3345.574,3361.707,3375.716,3392.094,3449.724,3505.777,3520.862,3534.093,3547.62,0,3342.452,3358.585,3372.594,3388.972,3446.603,3502.655,3517.741,3530.972,3544.498,0,3355.096,3371.229,3385.238,3401.616,3459.246,3515.299,3530.385,3543.616,3557.142,0,0.853,0.892,0.916,0.941,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,51.714,57.054,61.938,67.901,89.338,114.396,120.828,128.08,137.052,0,7,7,7,7,7,7,7,7,7,0,0.0084,0.0214,0.0484,0.1018,0.5005,0.903,0.9494,0.9733,0.9912,0,1.186,1.725,2.17,2.798,6.34,11.954,14.153,16.431,18.839,0,-1668.226,-1676.293,-1683.297,-1691.486,-1720.301,-1748.327,-1755.87,-1762.486,-1769.249,0,0,0,0,0,0,0,0.005,0.027,0.038,0,0,0,0.002,0.033,0.073,0.103,0.112,0.12,0.128,0,0,0,0,0,0,0.053,0.064,0.073,0.082,0,0.099,0.172,0.271,0.399,0.815,0.98,0.991,0.996,0.999,0,0.025,0.028,0.032,0.037,0.057,0.083,0.091,0.099,0.109,0,0.958,0.969,0.976,0.983,1.002,1.014,1.017,1.019,1.023,0,-1664.847,-1672.403,-1679.331,-1687.918,-1716.912,-1744.858,-1752.572,-1759.167,-1765.639,0
"38","uni",21,2,0,1,250,2,2,0,6,4,"AE",3665.197,3682.757,3695.458,3709.931,3766.93,3823.601,3838.33,3852.156,3868.458,0,3662.075,3679.635,3692.337,3706.81,3763.809,3820.479,3835.209,3849.034,3865.337,0,3674.719,3692.279,3704.981,3719.454,3776.453,3833.123,3847.852,3861.678,3877.981,0,0.929,0.946,0.958,0.971,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,124.948,132.301,139.762,147.367,177.428,207.716,217.567,226.405,236.041,0,7,7,7,7,7,7,7,7,7,0,0.0069,0.0233,0.0455,0.0996,0.4925,0.8998,0.9452,0.9685,0.9863,0,1.371,1.825,2.238,2.834,6.405,12.012,14.325,16.191,19.349,0,-1828.038,-1836.817,-1843.168,-1850.405,-1878.904,-1907.24,-1914.604,-1921.517,-1929.668,0,0,0,0,0,0,0,0.009,0.025,0.041,0,0,0,0.011,0.033,0.074,0.103,0.113,0.119,0.13,0,0,0,0,0,0,0.054,0.065,0.072,0.084,0,0.088,0.181,0.262,0.395,0.81,0.979,0.99,0.995,0.998,0,0.024,0.028,0.031,0.036,0.056,0.082,0.091,0.099,0.112,0,0.98,0.985,0.988,0.992,1.001,1.007,1.008,1.009,1.01,0,-1823.677,-1832.54,-1839.271,-1846.983,-1875.389,-1904.053,-1911.274,-1917.709,-1926.481,0
"39","uni",29,1,0,2,250,2,2,0,6,4,"AE",3801.09,3816.626,3831.733,3850.392,3907.966,3964.9,3980.35,3994.159,4009.463,0,3797.968,3813.504,3828.612,3847.27,3904.844,3961.778,3977.229,3991.037,4006.342,0,3810.612,3826.148,3841.256,3859.914,3917.488,3974.422,3989.873,4003.681,4018.986,0,0.61,0.715,0.79,0.854,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2e-04,6e-04,0,14.526,17.324,20.07,23.258,37.505,54.462,60.107,64.232,69.76,0,7,7,7,7,7,7,7,7,7,0,0.01,0.0243,0.051,0.105,0.4927,0.8987,0.9483,0.9725,0.9892,0,1.266,1.747,2.187,2.847,6.408,11.859,14.007,16.091,18.349,0,-1895.984,-1903.752,-1911.306,-1920.635,-1949.422,-1977.889,-1985.614,-1992.519,-2000.171,0,0,0,0,0,0,0,0,0.024,0.036,0,0,0,0.006,0.034,0.074,0.103,0.111,0.119,0.127,0,0,0,0,0,0,0.053,0.063,0.072,0.081,0,0.111,0.185,0.278,0.406,0.81,0.979,0.991,0.995,0.998,0,0.025,0.029,0.033,0.039,0.059,0.084,0.092,0.1,0.11,0,0.888,0.919,0.94,0.958,1.005,1.037,1.047,1.057,1.071,0,-1892.331,-1900.451,-1907.599,-1916.905,-1945.931,-1974.182,-1982.099,-1988.795,-1996.602,0
"40","uni",30,2,0,2,250,2,2,0,6,4,"AE",4041.119,4058.589,4071.155,4085.59,4141.963,4199.417,4216.949,4228.614,4244.088,0,4037.997,4055.467,4068.034,4082.469,4138.842,4196.295,4213.827,4225.493,4240.966,0,4050.641,4068.111,4080.678,4095.112,4151.486,4208.939,4226.471,4238.137,4253.61,0,0.859,0.889,0.914,0.939,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,51.624,57.497,61.75,67.721,89.454,113.599,121.451,128.06,136.782,0,7,7,7,7,7,7,7,7,7,0,0.0099,0.0238,0.0454,0.0902,0.4841,0.8942,0.9466,0.9741,0.9895,0,1.257,1.707,2.218,2.895,6.487,12.324,14.344,16.129,18.475,0,-2015.999,-2024.734,-2031.017,-2038.234,-2066.421,-2095.148,-2103.914,-2109.746,-2117.483,0,0,0,0,0,0,0,0.009,0.025,0.037,0,0,0,0.01,0.035,0.074,0.105,0.113,0.119,0.127,0,0,0,0,0,0,0.055,0.065,0.072,0.081,0,0.11,0.183,0.261,0.375,0.805,0.978,0.99,0.996,0.998,0,0.025,0.029,0.033,0.038,0.057,0.084,0.092,0.099,0.109,0,0.96,0.968,0.976,0.983,1.002,1.014,1.017,1.02,1.023,0,-2012.397,-2020.228,-2027.318,-2034.342,-2062.877,-2091.803,-2100.475,-2106.425,-2114.459,0
"41","uni",38,1,0,1,500,2,2,0,6,4,"AE",6742.803,6764.837,6787.237,6811.172,6895.039,6975.267,6999.792,7019.033,7039.237,0,6737.608,6759.642,6782.042,6805.977,6889.844,6970.072,6994.597,7013.837,7034.042,0,6752.331,6774.365,6796.765,6820.7,6904.567,6984.795,7009.32,7028.561,7048.765,0,0.935,0.949,0.96,0.972,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,123.366,130.544,137.651,145.416,177.222,210.763,220.345,229.679,239.721,0,7,7,7,7,7,7,7,7,7,0,0.0132,0.0269,0.0535,0.1034,0.5165,0.9022,0.9516,0.9767,0.9914,0,1.156,1.642,2.135,2.798,6.199,11.91,13.871,15.793,17.732,0,-3365.804,-3376.821,-3388.021,-3399.989,-3441.922,-3482.036,-3494.298,-3503.919,-3514.021,0,0,0,0,0,0,0,0,0.016,0.024,0,0,0,0,0.023,0.051,0.073,0.078,0.083,0.088,0,0,0,0,0,0,0.037,0.044,0.05,0.055,0,0.344,0.445,0.557,0.675,0.944,0.996,0.998,0.999,1,0,0.017,0.02,0.022,0.026,0.04,0.058,0.063,0.069,0.074,0,0.981,0.985,0.989,0.992,1.001,1.007,1.008,1.009,1.01,0,-3361.831,-3373.213,-3384.637,-3396.507,-3438.216,-3478.735,-3490.822,-3499.961,-3510.577,0
"42","uni",39,2,0,1,500,2,2,0,6,4,"AE",7379.844,7401.545,7424.471,7448.397,7527.933,7607.471,7629.25,7651.173,7673.276,0,7374.649,7396.35,7419.276,7443.202,7522.738,7602.276,7624.055,7645.978,7668.081,0,7389.372,7411.073,7434,7457.926,7537.461,7616.999,7638.778,7660.701,7682.804,0,0.967,0.975,0.98,0.986,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,282.883,291.39,300.699,313.307,354.364,398.35,411.663,422.02,434.912,0,7,7,7,7,7,7,7,7,7,0,0.0095,0.0265,0.0534,0.1073,0.4987,0.8965,0.946,0.9724,0.9896,0,1.253,1.743,2.23,2.871,6.357,11.791,13.865,15.841,18.557,0,-3684.324,-3695.175,-3706.638,-3718.601,-3758.369,-3798.138,-3809.027,-3819.989,-3831.04,0,0,0,0,0,0,0,0,0.016,0.026,0,0,0,0.008,0.024,0.052,0.073,0.078,0.084,0.09,0,0,0,0,0,0,0.037,0.044,0.05,0.057,0,0.303,0.442,0.557,0.682,0.94,0.996,0.998,0.999,1,0,0.016,0.02,0.022,0.025,0.039,0.057,0.063,0.068,0.076,0,0.991,0.993,0.994,0.996,1.001,1.003,1.004,1.004,1.005,0,-3681.087,-3691.352,-3702.862,-3714.568,-3755.037,-3794.919,-3806.109,-3816.956,-3827.095,0
"43","uni",47,1,0,2,500,2,2,0,6,4,"AE",7652.598,7678.944,7700.281,7725.197,7808.169,7887.099,7908.323,7929.322,7951.806,0,7647.403,7673.748,7695.086,7720.002,7802.974,7881.904,7903.128,7924.126,7946.611,0,7662.127,7688.472,7709.809,7734.725,7817.697,7896.627,7917.851,7938.85,7961.335,0,0.821,0.866,0.896,0.928,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,39.547,44.134,48.79,54.443,73.834,97.187,104.069,110.78,119.754,0,7,7,7,7,7,7,7,7,7,0,0.0095,0.0228,0.0499,0.098,0.4988,0.8932,0.9474,0.9764,0.9906,0,1.212,1.649,2.206,2.908,6.354,12.065,14.059,16.257,18.596,0,-3820.702,-3833.874,-3844.543,-3857.001,-3898.487,-3937.952,-3948.564,-3959.063,-3970.306,0,0,0,0,0,0,0,0,0.018,0.026,0,0,0,0.006,0.025,0.052,0.073,0.079,0.085,0.09,0,0,0,0,0,0,0.038,0.045,0.051,0.058,0,0.303,0.419,0.545,0.665,0.94,0.996,0.998,0.999,1,0,0.017,0.021,0.024,0.027,0.042,0.059,0.065,0.07,0.077,0,0.949,0.962,0.97,0.979,1.002,1.017,1.021,1.024,1.028,0,-3817.008,-3830.584,-3840.641,-3852.919,-3894.9,-3934.558,-3945.493,-3955.328,-3968.12,0
"44","uni",48,2,0,2,500,2,2,0,6,4,"AE",8136.289,8156.429,8175.613,8200.163,8279.788,8362.24,8383.592,8402.071,8424.584,0,8131.094,8151.234,8170.418,8194.968,8274.593,8357.045,8378.397,8396.875,8419.389,0,8145.817,8165.957,8185.141,8209.691,8289.316,8371.768,8393.12,8411.599,8434.112,0,0.932,0.948,0.96,0.971,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,124.011,131.347,138.759,146.776,177.304,211.265,220.87,230.114,240.744,0,7,7,7,7,7,7,7,7,7,0,0.0095,0.0254,0.0518,0.0987,0.4999,0.8961,0.9461,0.9729,0.9885,0,1.291,1.732,2.226,2.876,6.346,12.055,13.964,15.95,18.376,0,-4062.547,-4072.617,-4082.209,-4094.484,-4134.297,-4175.522,-4186.198,-4195.438,-4206.694,0,0,0,0,0,0,0,0,0.017,0.026,0,0,0,0.007,0.024,0.052,0.073,0.079,0.084,0.09,0,0,0,0,0,0,0.038,0.045,0.051,0.057,0,0.303,0.436,0.552,0.667,0.94,0.996,0.998,0.999,1,0,0.017,0.02,0.023,0.026,0.04,0.058,0.063,0.068,0.075,0,0.981,0.985,0.989,0.992,1.001,1.007,1.008,1.009,1.01,0,-4058.624,-4068.755,-4078.619,-4090.811,-4130.945,-4172.035,-4182.312,-4191.66,-4202.571,0
"45","uni",56,1,0,1,1000,2,2,0,6,4,"AE",13574.5,13605.59,13633.56,13668.32,13780.86,13897.16,13931.46,13959.85,13989.9,0,13567.23,13598.32,13626.28,13661.04,13773.59,13889.89,13924.19,13952.58,13982.63,0,13584.03,13615.12,13643.09,13677.85,13790.39,13906.69,13940.99,13969.38,13999.43,0,0.966,0.974,0.98,0.986,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,273.443,286.916,297.017,309.3,353.276,400.433,414.161,426.305,439.649,0,7,7,7,7,7,7,7,7,7,0,0.0109,0.0259,0.0487,0.0982,0.5028,0.9079,0.9515,0.9742,0.9895,0,1.24,1.704,2.143,2.74,6.32,12.069,14.138,15.889,18.236,0,-6780.613,-6796.159,-6810.142,-6827.522,-6883.794,-6941.943,-6959.094,-6973.288,-6988.313,0,0,0,0,0,0,0,0.002,0.012,0.018,0,0,0,0,0.016,0.037,0.052,0.056,0.059,0.063,0,0,0,0,0,0,0.027,0.032,0.036,0.04,0,0.734,0.825,0.882,0.934,0.995,1,1,1,1,0,0.012,0.014,0.016,0.018,0.028,0.041,0.045,0.048,0.053,0,0.99,0.993,0.994,0.996,1.001,1.003,1.004,1.004,1.005,0,-6776.819,-6793.09,-6806.191,-6823.847,-6880.166,-6938.575,-6955.475,-6969.964,-6984.869,0
"46","uni",57,2,0,1,1000,2,2,0,6,4,"AE",14852.32,14883.85,14907.48,14938.87,15052.33,15168.64,15200.72,15230.5,15259.07,0,14845.05,14876.58,14900.2,14931.6,15045.06,15161.37,15193.44,15223.23,15251.8,0,14861.85,14893.38,14917.01,14948.4,15061.86,15178.17,15210.25,15240.03,15268.6,0,0.982,0.986,0.99,0.993,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,598.982,616.021,631.572,647.412,705.932,767.076,784.205,799.867,816.03,0,7,7,7,7,7,7,7,7,7,0,0.0074,0.0209,0.0451,0.0919,0.4894,0.8921,0.9483,0.9737,0.9913,0,1.183,1.712,2.191,2.919,6.437,12.266,14.361,16.492,19.259,0,-7419.526,-7435.289,-7447.103,-7462.799,-7519.528,-7577.685,-7593.723,-7608.613,-7622.899,0,0,0,0,0,0,0,0.005,0.013,0.02,0,0,0,0.003,0.018,0.037,0.052,0.056,0.06,0.065,0,0,0,0,0,0,0.027,0.032,0.037,0.042,0,0.691,0.804,0.876,0.929,0.995,1,1,1,1,0,0.011,0.014,0.015,0.018,0.028,0.04,0.045,0.049,0.053,0,0.995,0.996,0.997,0.998,1,1.002,1.002,1.002,1.002,0,-7416.389,-7431.669,-7443.582,-7459.024,-7516.192,-7574.366,-7590.236,-7604.448,-7619.583,0
"47","uni",65,1,0,2,1000,2,2,0,6,4,"AE",15398.6,15431.93,15464.07,15494.92,15612.53,15719.55,15754.98,15781.11,15824.11,0,15391.33,15424.66,15456.8,15487.65,15605.26,15712.27,15747.7,15773.84,15816.84,0,15408.13,15441.47,15473.6,15504.45,15622.06,15729.08,15764.51,15790.64,15833.64,0,0.92,0.936,0.951,0.965,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,95.857,103.169,109.785,118.078,146.679,178.49,187.85,197.072,207.258,0,7,7,7,7,7,7,7,7,7,0,0.01,0.0265,0.0514,0.1006,0.4983,0.9031,0.9496,0.9725,0.99,0,1.23,1.747,2.172,2.797,6.361,11.997,13.98,15.843,18.407,0,-7692.663,-7709.332,-7725.399,-7740.822,-7799.631,-7853.137,-7870.852,-7883.92,-7905.42,0,0,0,0,0,0,0,0,0.011,0.018,0,0,0,0.001,0.016,0.037,0.052,0.056,0.059,0.063,0,0,0,0,0,0,0.027,0.032,0.036,0.04,0,0.726,0.827,0.887,0.935,0.995,1,1,1,1,0,0.012,0.015,0.017,0.019,0.029,0.041,0.045,0.048,0.052,0,0.977,0.982,0.986,0.99,1.001,1.008,1.01,1.011,1.013,0,-7688.995,-7705.822,-7721.882,-7737.599,-7795.963,-7850.182,-7867.049,-7880.614,-7901.792,0
"48","uni",66,2,0,2,1000,2,2,0,6,4,"AE",16340.25,16377.44,16409.01,16438.79,16553.6,16668.13,16699.45,16728.2,16758.44,0,16332.98,16370.17,16401.74,16431.52,16546.33,16660.86,16692.18,16720.93,16751.17,0,16349.78,16386.97,16418.54,16448.32,16563.13,16677.66,16708.99,16737.73,16767.97,0,0.968,0.975,0.98,0.986,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,274.435,286.804,296.539,308.587,353.364,399.159,414.21,425.743,439.569,0,7,7,7,7,7,7,7,7,7,0,0.0107,0.0262,0.0551,0.1059,0.4986,0.8927,0.9468,0.9741,0.9901,0,1.233,1.706,2.216,2.914,6.359,11.839,13.766,15.875,18.235,0,-8163.489,-8182.085,-8197.868,-8212.761,-8270.162,-8327.43,-8343.091,-8357.464,-8372.583,0,0,0,0,0,0,0,0,0.012,0.018,0,0,0,0.005,0.018,0.037,0.051,0.055,0.059,0.063,0,0,0,0,0,0,0.026,0.031,0.036,0.04,0,0.733,0.826,0.892,0.938,0.995,1,1,1,1,0,0.012,0.014,0.016,0.019,0.028,0.04,0.044,0.048,0.051,0,0.991,0.993,0.994,0.996,1.001,1.003,1.004,1.004,1.005,0,-8159.151,-8178.235,-8194.218,-8209.725,-8266.648,-8324.287,-8339.632,-8354.322,-8368.75,0
