"","Method","id","ace_a","ace_c","ace_e","n","NGroups","NDependentVars","NIndependentVars","NContinuousLatentVars","Parameters","TrueModel","aBIC_ae_0.01","aBIC_ae_0.025","aBIC_ae_0.05","aBIC_ae_0.1","aBIC_ae_0.5","aBIC_ae_0.9","aBIC_ae_0.95","aBIC_ae_0.975","aBIC_ae_0.99","aBIC_ae_NA","AIC_ae_0.01","AIC_ae_0.025","AIC_ae_0.05","AIC_ae_0.1","AIC_ae_0.5","AIC_ae_0.9","AIC_ae_0.95","AIC_ae_0.975","AIC_ae_0.99","AIC_ae_NA","BIC_ae_0.01","BIC_ae_0.025","BIC_ae_0.05","BIC_ae_0.1","BIC_ae_0.5","BIC_ae_0.9","BIC_ae_0.95","BIC_ae_0.975","BIC_ae_0.99","BIC_ae_NA","CFI_ae_0.01","CFI_ae_0.025","CFI_ae_0.05","CFI_ae_0.1","CFI_ae_0.5","CFI_ae_0.9","CFI_ae_0.95","CFI_ae_0.975","CFI_ae_0.99","CFI_ae_NA","ChiSqBaseline_DF_ae_0.01","ChiSqBaseline_DF_ae_0.025","ChiSqBaseline_DF_ae_0.05","ChiSqBaseline_DF_ae_0.1","ChiSqBaseline_DF_ae_0.5","ChiSqBaseline_DF_ae_0.9","ChiSqBaseline_DF_ae_0.95","ChiSqBaseline_DF_ae_0.975","ChiSqBaseline_DF_ae_0.99","ChiSqBaseline_DF_ae_NA","ChiSqBaseline_PValue_ae_0.01","ChiSqBaseline_PValue_ae_0.025","ChiSqBaseline_PValue_ae_0.05","ChiSqBaseline_PValue_ae_0.1","ChiSqBaseline_PValue_ae_0.5","ChiSqBaseline_PValue_ae_0.9","ChiSqBaseline_PValue_ae_0.95","ChiSqBaseline_PValue_ae_0.975","ChiSqBaseline_PValue_ae_0.99","ChiSqBaseline_PValue_ae_NA","ChiSqBaseline_Value_ae_0.01","ChiSqBaseline_Value_ae_0.025","ChiSqBaseline_Value_ae_0.05","ChiSqBaseline_Value_ae_0.1","ChiSqBaseline_Value_ae_0.5","ChiSqBaseline_Value_ae_0.9","ChiSqBaseline_Value_ae_0.95","ChiSqBaseline_Value_ae_0.975","ChiSqBaseline_Value_ae_0.99","ChiSqBaseline_Value_ae_NA","ChiSqM_DF_ae_0.01","ChiSqM_DF_ae_0.025","ChiSqM_DF_ae_0.05","ChiSqM_DF_ae_0.1","ChiSqM_DF_ae_0.5","ChiSqM_DF_ae_0.9","ChiSqM_DF_ae_0.95","ChiSqM_DF_ae_0.975","ChiSqM_DF_ae_0.99","ChiSqM_DF_ae_NA","ChiSqM_PValue_ae_0.01","ChiSqM_PValue_ae_0.025","ChiSqM_PValue_ae_0.05","ChiSqM_PValue_ae_0.1","ChiSqM_PValue_ae_0.5","ChiSqM_PValue_ae_0.9","ChiSqM_PValue_ae_0.95","ChiSqM_PValue_ae_0.975","ChiSqM_PValue_ae_0.99","ChiSqM_PValue_ae_NA","ChiSqM_Value_ae_0.01","ChiSqM_Value_ae_0.025","ChiSqM_Value_ae_0.05","ChiSqM_Value_ae_0.1","ChiSqM_Value_ae_0.5","ChiSqM_Value_ae_0.9","ChiSqM_Value_ae_0.95","ChiSqM_Value_ae_0.975","ChiSqM_Value_ae_0.99","ChiSqM_Value_ae_NA","LL_ae_0.01","LL_ae_0.025","LL_ae_0.05","LL_ae_0.1","LL_ae_0.5","LL_ae_0.9","LL_ae_0.95","LL_ae_0.975","LL_ae_0.99","LL_ae_NA","RMSEA_90CI_LB_ae_0.01","RMSEA_90CI_LB_ae_0.025","RMSEA_90CI_LB_ae_0.05","RMSEA_90CI_LB_ae_0.1","RMSEA_90CI_LB_ae_0.5","RMSEA_90CI_LB_ae_0.9","RMSEA_90CI_LB_ae_0.95","RMSEA_90CI_LB_ae_0.975","RMSEA_90CI_LB_ae_0.99","RMSEA_90CI_LB_ae_NA","RMSEA_90CI_UB_ae_0.01","RMSEA_90CI_UB_ae_0.025","RMSEA_90CI_UB_ae_0.05","RMSEA_90CI_UB_ae_0.1","RMSEA_90CI_UB_ae_0.5","RMSEA_90CI_UB_ae_0.9","RMSEA_90CI_UB_ae_0.95","RMSEA_90CI_UB_ae_0.975","RMSEA_90CI_UB_ae_0.99","RMSEA_90CI_UB_ae_NA","RMSEA_Estimate_ae_0.01","RMSEA_Estimate_ae_0.025","RMSEA_Estimate_ae_0.05","RMSEA_Estimate_ae_0.1","RMSEA_Estimate_ae_0.5","RMSEA_Estimate_ae_0.9","RMSEA_Estimate_ae_0.95","RMSEA_Estimate_ae_0.975","RMSEA_Estimate_ae_0.99","RMSEA_Estimate_ae_NA","RMSEA_pLT05_ae_0.01","RMSEA_pLT05_ae_0.025","RMSEA_pLT05_ae_0.05","RMSEA_pLT05_ae_0.1","RMSEA_pLT05_ae_0.5","RMSEA_pLT05_ae_0.9","RMSEA_pLT05_ae_0.95","RMSEA_pLT05_ae_0.975","RMSEA_pLT05_ae_0.99","RMSEA_pLT05_ae_NA","SRMR_ae_0.01","SRMR_ae_0.025","SRMR_ae_0.05","SRMR_ae_0.1","SRMR_ae_0.5","SRMR_ae_0.9","SRMR_ae_0.95","SRMR_ae_0.975","SRMR_ae_0.99","SRMR_ae_NA","TLI_ae_0.01","TLI_ae_0.025","TLI_ae_0.05","TLI_ae_0.1","TLI_ae_0.5","TLI_ae_0.9","TLI_ae_0.95","TLI_ae_0.975","TLI_ae_0.99","TLI_ae_NA","UnrestrictedLL_ae_0.01","UnrestrictedLL_ae_0.025","UnrestrictedLL_ae_0.05","UnrestrictedLL_ae_0.1","UnrestrictedLL_ae_0.5","UnrestrictedLL_ae_0.9","UnrestrictedLL_ae_0.95","UnrestrictedLL_ae_0.975","UnrestrictedLL_ae_0.99","UnrestrictedLL_ae_NA"
"127","uni",19,0,0,1,250,2,2,0,6,4,"E",2740.328,2754.731,2767.73,2784.805,2844.947,2901.528,2916.756,2931.134,2948.551,8,2737.206,2751.609,2764.609,2781.684,2841.826,2898.406,2913.634,2928.012,2945.429,8,2749.85,2764.253,2777.252,2794.327,2854.47,2911.05,2926.278,2940.656,2958.073,8,0,0,0,0,1,1,1,1,1,8,2,2,2,2,2,2,2,2,2,8,0.0086,0.0237,0.0529,0.1018,0.4944,0.9028,0.9544,0.9775,0.9915,8,0.017,0.046,0.093,0.204,1.409,4.566,5.876,7.483,9.393,8,7,7,7,7,7,7,7,7,7,8,0.0071,0.0184,0.0365,0.0713,0.4396,0.8648,0.9298,0.9646,0.9876,8,1.308,1.904,2.462,3.209,6.896,13.031,14.939,16.839,19.323,8,-1365.603,-1372.805,-1379.304,-1387.842,-1417.913,-1446.203,-1453.817,-1461.006,-1469.715,8,0,0,0,0,0,0,0.016,0.029,0.04,8,0,0,0.023,0.041,0.077,0.108,0.115,0.122,0.13,8,0,0,0,0,0,0.059,0.067,0.075,0.084,8,0.09,0.158,0.232,0.332,0.776,0.97,0.986,0.994,0.998,8,0.027,0.032,0.036,0.041,0.062,0.088,0.095,0.102,0.111,8,-0.058,-0.383,-1.57,0.264,1,1.132,1.602,2.493,4.722,8,-1361.834,-1368.944,-1375.389,-1384.229,-1413.679,-1442.44,-1450.059,-1457.913,-1465.831,8
"128","uni",22,0,1,1,250,2,2,0,6,4,"CE",3306.559,3321.192,3337.58,3353.415,3412.916,3470.534,3487.796,3502.264,3516.36,0,3303.437,3318.071,3334.459,3350.293,3409.794,3467.413,3484.674,3499.142,3513.238,0,3316.081,3330.714,3347.103,3362.937,3422.438,3480.057,3497.318,3511.786,3525.882,0,0.715,0.745,0.766,0.788,0.865,0.933,0.95,0.962,0.976,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,95.869,104.064,109.715,117.492,145.055,174.247,182.942,191.297,198.396,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,5e-04,0.0262,0.0575,0.1056,0.1933,0,9.917,11.778,13.658,15.872,26.086,38.962,43.343,46.898,51.345,0,-1648.719,-1656.035,-1664.229,-1672.147,-1701.897,-1730.706,-1739.337,-1746.571,-1753.619,0,0,0,0,0.023,0.064,0.096,0.105,0.112,0.12,0,0.094,0.102,0.11,0.118,0.149,0.178,0.187,0.193,0.201,0,0.041,0.052,0.062,0.071,0.104,0.135,0.144,0.151,0.159,0,0,0,0,0,0.017,0.193,0.297,0.407,0.545,0,0.059,0.064,0.068,0.073,0.092,0.113,0.12,0.126,0.134,0,0.919,0.927,0.933,0.939,0.962,0.981,0.986,0.989,0.993,0,-1636.439,-1644.176,-1651.816,-1659.486,-1688.524,-1716.943,-1725.112,-1731.863,-1739.852,0
"129","uni",23,1,1,1,250,2,2,0,6,4,"ACE",3628.38,3647.252,3659.901,3676.419,3734.393,3790.451,3807.136,3822.053,3839.377,0,3625.258,3644.131,3656.78,3673.298,3731.272,3787.329,3804.014,3818.931,3836.256,0,3637.902,3656.775,3669.423,3685.942,3743.916,3799.973,3816.658,3831.575,3848.899,0,0.866,0.883,0.897,0.911,0.956,0.991,0.999,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,161.343,170.564,178.615,187.942,220.668,255.026,265.61,275.333,284.947,0,7,7,7,7,7,7,7,7,7,0,0,0,1e-04,3e-04,0.0211,0.2656,0.415,0.5766,0.7298,0,4.418,5.684,7.133,8.819,16.476,27.254,30.812,33.767,38.145,0,-1809.629,-1819.065,-1825.39,-1833.649,-1862.636,-1890.665,-1899.007,-1906.465,-1915.128,0,0,0,0,0,0.027,0.067,0.076,0.084,0.094,0,0.057,0.068,0.079,0.088,0.12,0.152,0.16,0.167,0.176,0,0,0,0.009,0.032,0.074,0.108,0.117,0.124,0.133,0,0,0.002,0.004,0.012,0.171,0.629,0.759,0.857,0.925,0,0.04,0.045,0.05,0.055,0.075,0.097,0.104,0.113,0.12,0,0.962,0.966,0.971,0.975,0.988,0.998,1,1.002,1.004,0,-1801.799,-1809.689,-1817.148,-1825.237,-1854.173,-1881.194,-1890.075,-1897.556,-1904.897,0
"130","uni",24,2,1,1,250,2,2,0,6,4,"ACE",3849.514,3870.332,3884.624,3900.81,3959.539,4017.844,4033.779,4047.181,4061.354,0,3846.392,3867.211,3881.503,3897.688,3956.418,4014.723,4030.657,4044.059,4058.232,0,3859.036,3879.855,3894.147,3910.332,3969.062,4027.366,4043.301,4056.703,4070.876,0,0.918,0.929,0.939,0.949,0.981,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,215.462,224.965,234.078,244.215,279.568,316.188,327.361,336.416,347.328,0,7,7,7,7,7,7,7,7,7,0,0,3e-04,8e-04,0.0029,0.0881,0.5375,0.6826,0.7847,0.887,0,2.975,3.954,4.814,6.016,12.396,21.666,24.815,27.443,31.617,0,-1920.196,-1930.605,-1937.751,-1945.844,-1975.209,-2004.361,-2012.329,-2019.029,-2026.116,0,0,0,0,0,0,0.049,0.06,0.067,0.079,0,0.036,0.052,0.061,0.071,0.105,0.137,0.145,0.152,0.162,0,0,0,0,0,0.056,0.092,0.101,0.108,0.119,0,0.004,0.011,0.023,0.052,0.371,0.836,0.907,0.945,0.976,0,0.033,0.038,0.042,0.047,0.067,0.089,0.097,0.103,0.113,0,0.977,0.98,0.983,0.986,0.994,1.001,1.002,1.003,1.005,0,-1914.635,-1923.93,-1930.87,-1939.423,-1968.416,-1997.785,-2005.338,-2012.166,-2020.065,0
"131","uni",25,0,2,1,250,2,2,0,6,4,"CE",3593.872,3609.82,3624.61,3640.917,3703.068,3759.644,3776.33,3790.151,3811.554,0,3590.751,3606.699,3621.488,3637.795,3699.946,3756.523,3773.209,3787.029,3808.433,0,3603.395,3619.342,3634.132,3650.439,3712.59,3769.166,3785.853,3799.673,3821.077,0,0.731,0.749,0.76,0.775,0.825,0.873,0.885,0.894,0.906,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,228.89,238.172,247.402,257.521,295.593,333.727,346.03,356.769,367.856,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,1e-04,0,31.144,35.19,38.084,42.235,58.112,75.886,80.938,86.35,93.101,0,-1792.375,-1800.349,-1807.744,-1815.898,-1846.973,-1875.261,-1883.604,-1890.515,-1901.216,0,0.077,0.087,0.094,0.102,0.132,0.16,0.167,0.174,0.183,0,0.161,0.17,0.176,0.185,0.213,0.24,0.247,0.254,0.263,0,0.117,0.127,0.133,0.142,0.171,0.198,0.206,0.213,0.222,0,0,0,0,0,0,0,0.001,0.001,0.004,0,0.09,0.094,0.097,0.102,0.116,0.133,0.138,0.143,0.151,0,0.923,0.928,0.932,0.936,0.95,0.964,0.967,0.97,0.973,0,-1764.106,-1772.992,-1779.696,-1788.014,-1817.367,-1844.973,-1853.801,-1860.45,-1870.098,0
"132","uni",26,1,2,1,250,2,2,0,6,4,"ACE",3821.013,3837.724,3852.408,3869.928,3928.921,3986.045,4000.936,4016.247,4031.318,0,3817.891,3834.602,3849.287,3866.806,3925.799,3982.923,3997.814,4013.126,4028.196,0,3830.535,3847.246,3861.931,3879.45,3938.443,3995.567,4010.458,4025.769,4040.84,0,0.837,0.853,0.864,0.876,0.914,0.948,0.957,0.964,0.971,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,266.359,275.168,283.516,294.049,331.936,372.459,383.921,394.803,406.983,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0.0015,0.0049,0.0116,0.0281,0,15.65,18.072,20.323,23.285,35.565,50.149,55.037,59.495,66.144,0,-1905.946,-1914.301,-1921.643,-1930.403,-1959.9,-1988.462,-1995.907,-2003.563,-2011.098,0,0.022,0.035,0.044,0.055,0.088,0.118,0.127,0.134,0.145,0,0.118,0.126,0.133,0.141,0.171,0.199,0.208,0.215,0.226,0,0.07,0.08,0.087,0.096,0.128,0.157,0.166,0.173,0.184,0,0,0,0,0,0.001,0.035,0.072,0.121,0.2,0,0.067,0.071,0.074,0.08,0.096,0.114,0.12,0.126,0.133,0,0.953,0.958,0.961,0.964,0.975,0.985,0.988,0.99,0.992,0,-1888.725,-1897.281,-1904.349,-1912.292,-1941.789,-1969.817,-1977.299,-1984.782,-1992.495,0
"133","uni",27,2,2,1,250,2,2,0,6,4,"ACE",4000.09,4015.135,4029.686,4045.88,4104.051,4163.006,4179.135,4192.626,4208.104,0,3996.968,4012.014,4026.564,4042.759,4100.93,4159.884,4176.014,4189.505,4204.982,0,4009.612,4024.658,4039.208,4055.403,4113.573,4172.528,4188.658,4202.149,4217.626,0,0.891,0.901,0.909,0.919,0.951,0.977,0.983,0.989,0.995,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,298.036,308.535,317.878,329.172,368.314,411.359,422.964,434.184,446.019,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,7e-04,0.0352,0.0764,0.1447,0.2854,0,8.558,10.86,12.821,15.028,25.142,38.197,42.232,46.019,50.986,0,-1995.484,-2003.007,-2010.282,-2018.379,-2047.465,-2076.942,-2085.007,-2091.752,-2099.491,0,0,0,0,0.017,0.061,0.094,0.102,0.11,0.119,0,0.087,0.098,0.107,0.115,0.146,0.176,0.185,0.192,0.201,0,0.03,0.047,0.058,0.068,0.102,0.134,0.142,0.149,0.159,0,0,0,0,0,0.022,0.227,0.345,0.475,0.649,0,0.052,0.058,0.062,0.067,0.085,0.104,0.11,0.116,0.124,0,0.969,0.972,0.974,0.977,0.986,0.993,0.995,0.997,0.999,0,-1983.129,-1990.002,-1997.327,-2005.969,-2034.603,-2063.214,-2071.388,-2077.821,-2086.007,0
"134","uni",28,0,0,2,250,2,2,0,6,4,"E",3428.546,3447.808,3462.551,3479.088,3538.416,3594.39,3609.852,3623.459,3638.987,6,3425.424,3444.687,3459.43,3475.967,3535.295,3591.268,3606.731,3620.337,3635.865,6,3438.068,3457.331,3472.074,3488.611,3547.938,3603.912,3619.374,3632.981,3648.509,6,0,0,0,0,1,1,1,1,1,6,2,2,2,2,2,2,2,2,2,6,0.0109,0.0239,0.0472,0.0953,0.495,0.9025,0.9508,0.972,0.9903,6,0.019,0.055,0.101,0.205,1.406,4.701,6.101,7.463,9.029,6,7,7,7,7,7,7,7,7,7,6,0.0065,0.0163,0.035,0.0757,0.4395,0.8743,0.9357,0.9688,0.9887,6,1.289,1.82,2.377,3.11,6.897,12.856,15.067,17.159,19.545,6,-1709.712,-1719.343,-1726.715,-1734.983,-1764.647,-1792.634,-1800.365,-1807.169,-1814.933,6,0,0,0,0,0,0,0.017,0.031,0.041,6,0,0,0.019,0.039,0.077,0.107,0.115,0.123,0.13,6,0,0,0,0,0,0.058,0.068,0.076,0.085,6,0.086,0.147,0.227,0.343,0.776,0.973,0.988,0.995,0.998,6,0.026,0.031,0.036,0.041,0.062,0.088,0.096,0.102,0.112,6,-0.065,-0.469,-1.851,0.328,1,1.142,1.703,3.004,7.141,6,-1705.921,-1715.646,-1722.671,-1731.145,-1760.524,-1789.219,-1797.383,-1803.374,-1811.44,6
"135","uni",31,0,1,2,250,2,2,0,6,4,"CE",3786.459,3803.605,3817.077,3833.69,3891.322,3948.594,3964.294,3977.544,3994.478,0,3783.337,3800.483,3813.956,3830.569,3888.201,3945.473,3961.173,3974.422,3991.356,0,3795.981,3813.127,3826.6,3843.212,3900.845,3958.117,3973.816,3987.066,4004,0,0.578,0.641,0.695,0.742,0.893,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,30.537,34.755,38.516,42.582,60.272,81.069,87.431,92.996,100.048,0,7,7,7,7,7,7,7,7,7,0,0,1e-04,5e-04,0.002,0.0673,0.4882,0.6487,0.7616,0.8671,0,3.178,4.144,5.092,6.449,13.202,22.625,25.808,29.013,32.735,0,-1888.669,-1897.242,-1903.978,-1912.284,-1941.1,-1969.736,-1977.586,-1984.211,-1992.678,0,0,0,0,0,0,0.053,0.063,0.072,0.081,0,0.04,0.054,0.063,0.074,0.108,0.139,0.148,0.156,0.165,0,0,0,0,0,0.06,0.094,0.104,0.112,0.121,0,0.003,0.007,0.018,0.041,0.322,0.807,0.892,0.937,0.971,0,0.038,0.043,0.048,0.053,0.075,0.099,0.107,0.114,0.123,0,0.879,0.897,0.913,0.926,0.969,1.003,1.011,1.017,1.024,0,-1882.011,-1889.815,-1896.378,-1904.59,-1933.941,-1962.596,-1970.558,-1977.717,-1986.906,0
"136","uni",32,1,1,2,250,2,2,0,6,4,"ACE",4023.731,4038.442,4050.574,4066.859,4124.887,4181.035,4196.708,4211.717,4225.699,0,4020.61,4035.321,4047.452,4063.738,4121.765,4177.913,4193.586,4208.595,4222.577,0,4033.253,4047.965,4060.096,4076.382,4134.409,4190.557,4206.23,4221.239,4235.221,0,0.818,0.845,0.87,0.894,0.967,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,69.367,75.096,80.664,87.073,110.466,137.005,145.058,152.207,160.693,0,7,7,7,7,7,7,7,7,7,0,2e-04,9e-04,0.0027,0.0078,0.1565,0.6498,0.7837,0.8884,0.9481,0,2.193,2.96,3.961,5.083,10.61,19.138,21.868,24.504,28,0,-2007.305,-2014.66,-2020.726,-2028.869,-2057.883,-2085.957,-2093.793,-2101.298,-2108.288,0,0,0,0,0,0,0.04,0.05,0.059,0.069,0,0.007,0.036,0.052,0.063,0.097,0.129,0.137,0.144,0.153,0,0,0,0,0,0.045,0.083,0.092,0.1,0.11,0,0.009,0.025,0.049,0.095,0.493,0.892,0.945,0.976,0.991,0,0.031,0.037,0.041,0.047,0.067,0.091,0.099,0.106,0.114,0,0.948,0.956,0.963,0.97,0.991,1.005,1.009,1.012,1.015,0,-2001.523,-2008.849,-2015.163,-2023.24,-2052.424,-2080.319,-2088.474,-2095.223,-2102.62,0
"137","uni",33,2,1,2,250,2,2,0,6,4,"ACE",4195.913,4214.788,4227.649,4242.474,4301.64,4359.978,4377.68,4390.391,4406.784,0,4192.791,4211.666,4224.527,4239.353,4298.518,4356.856,4374.558,4387.269,4403.663,0,4205.435,4224.31,4237.171,4251.997,4311.162,4369.5,4387.202,4399.913,4416.306,0,0.888,0.905,0.92,0.936,0.985,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,107.256,115.251,121.771,128.41,156.647,187.013,196.638,203.381,212.944,0,7,7,7,7,7,7,7,7,7,0,9e-04,0.0022,0.0061,0.0165,0.2293,0.7497,0.8605,0.9195,0.9577,0,2.035,2.585,3.251,4.244,9.335,17.139,19.74,22.308,24.542,0,-2093.395,-2102.833,-2109.264,-2116.676,-2146.259,-2175.428,-2184.279,-2190.634,-2198.831,0,0,0,0,0,0,0.03,0.042,0.052,0.059,0,0,0.027,0.042,0.055,0.091,0.123,0.131,0.138,0.145,0,0,0,0,0,0.037,0.076,0.085,0.094,0.1,0,0.025,0.044,0.083,0.148,0.589,0.933,0.969,0.984,0.993,0,0.029,0.033,0.037,0.042,0.063,0.087,0.095,0.101,0.113,0,0.968,0.973,0.977,0.982,0.996,1.005,1.007,1.009,1.01,0,-2087.594,-2096.462,-2103.923,-2111.376,-2140.98,-2170.393,-2179.039,-2185.933,-2194.041,0
"138","uni",34,0,2,2,250,2,2,0,6,4,"CE",3998.152,4012.512,4029.133,4046.495,4106.152,4163.223,4179.946,4196.427,4212.317,0,3995.03,4009.391,4026.011,4043.373,4103.03,4160.102,4176.825,4193.305,4209.195,0,4007.674,4022.035,4038.655,4056.017,4115.674,4172.746,4189.468,4205.949,4221.839,0,0.706,0.735,0.759,0.783,0.865,0.933,0.951,0.964,0.981,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,97.532,104.459,111.256,118.313,144.616,175.197,185.232,194.265,203.183,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,5e-04,0.0252,0.0617,0.1139,0.2288,0,9.338,11.603,13.453,15.987,26.138,40.214,44.273,47.791,52.609,0,-1994.515,-2001.695,-2010.005,-2018.687,-2048.515,-2077.051,-2085.412,-2093.653,-2101.597,0,0,0,0,0.024,0.064,0.098,0.107,0.113,0.122,0,0.091,0.102,0.109,0.119,0.149,0.181,0.188,0.195,0.204,0,0.037,0.051,0.061,0.072,0.105,0.138,0.146,0.153,0.161,0,0,0,0,0,0.017,0.189,0.308,0.422,0.589,0,0.057,0.063,0.067,0.072,0.092,0.114,0.12,0.127,0.134,0,0.916,0.924,0.931,0.938,0.961,0.981,0.986,0.99,0.995,0,-1980.257,-1988.094,-1997.068,-2005.588,-2034.794,-2063.165,-2071.367,-2079.484,-2087.038,0
"139","uni",35,1,2,2,250,2,2,0,6,4,"ACE",4179.478,4195.558,4208.406,4224.307,4284.031,4340.698,4358.109,4371.451,4386.541,0,4176.357,4192.437,4205.285,4221.185,4280.91,4337.576,4354.987,4368.329,4383.419,0,4189,4205.08,4217.928,4233.829,4293.554,4350.22,4367.631,4380.973,4396.063,0,0.82,0.837,0.853,0.87,0.928,0.974,0.986,0.995,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,131.582,139.047,146.148,154.383,184.287,216.823,225.783,234.41,244.637,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0.0055,0.1228,0.2234,0.3505,0.5166,0,6.194,7.78,9.423,11.373,20.019,31.525,35.48,38.342,42.891,0,-2085.178,-2093.218,-2099.642,-2107.593,-2137.455,-2165.788,-2174.494,-2181.164,-2188.71,0,0,0,0,0,0.043,0.078,0.088,0.094,0.104,0,0.072,0.083,0.092,0.101,0.132,0.162,0.171,0.177,0.186,0,0,0.021,0.037,0.05,0.086,0.118,0.128,0.134,0.143,0,0,0,0.001,0.004,0.078,0.438,0.583,0.709,0.824,0,0.046,0.052,0.057,0.062,0.081,0.103,0.11,0.117,0.127,0,0.949,0.953,0.958,0.963,0.979,0.993,0.996,0.999,1.001,0,-2075.19,-2082.841,-2089.512,-2097.559,-2126.832,-2155.139,-2162.606,-2170.194,-2176.879,0
"140","uni",36,2,2,2,250,2,2,0,6,4,"ACE",4323.475,4338.285,4352.493,4368.263,4427.645,4484.959,4499.992,4513.368,4531.607,0,4320.354,4335.163,4349.372,4365.141,4424.524,4481.837,4496.871,4510.247,4528.486,0,4332.998,4347.807,4362.015,4377.785,4437.167,4494.481,4509.514,4522.89,4541.129,0,0.865,0.883,0.897,0.913,0.957,0.991,0.999,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,161.569,170.385,177.243,186.74,219.729,255.206,265.408,274.658,286.742,0,7,7,7,7,7,7,7,7,7,0,0,0,1e-04,3e-04,0.0215,0.2675,0.4178,0.5519,0.7078,0,4.599,5.869,7.103,8.786,16.418,27.106,30.487,33.388,37.115,0,-2157.177,-2164.582,-2171.686,-2179.571,-2209.262,-2237.919,-2245.435,-2252.123,-2261.243,0,0,0,0,0,0.026,0.067,0.076,0.083,0.092,0,0.059,0.07,0.078,0.088,0.12,0.151,0.159,0.166,0.174,0,0,0,0.008,0.032,0.073,0.107,0.116,0.123,0.131,0,0.001,0.002,0.005,0.013,0.173,0.631,0.761,0.844,0.917,0,0.04,0.045,0.05,0.056,0.075,0.096,0.103,0.111,0.119,0,0.961,0.967,0.971,0.975,0.988,0.997,1,1.001,1.003,0,-2148.979,-2156.321,-2162.877,-2171.095,-2200.524,-2228.925,-2236.486,-2242.918,-2251.558,0
"141","uni",37,0,0,1,500,2,2,0,6,4,"E",5538.564,5559.112,5579.887,5601.599,5685.597,5765.696,5788.187,5809.54,5829.061,10,5533.369,5553.917,5574.692,5596.404,5680.402,5760.501,5782.992,5804.345,5823.866,10,5548.092,5568.64,5589.416,5611.127,5695.126,5775.224,5797.715,5819.068,5838.589,10,0,0,0,0,1,1,1,1,1,10,2,2,2,2,2,2,2,2,2,10,0.0085,0.0237,0.0454,0.0935,0.5044,0.901,0.9509,0.9742,0.9888,10,0.022,0.051,0.101,0.208,1.368,4.74,6.184,7.483,9.426,10,7,7,7,7,7,7,7,7,7,10,0.0053,0.0157,0.0349,0.0737,0.4316,0.8668,0.9357,0.9673,0.9858,10,1.383,1.857,2.366,3.191,6.973,12.934,15.088,17.254,20.096,10,-2763.684,-2773.959,-2784.346,-2795.202,-2837.201,-2877.251,-2888.496,-2899.172,-2908.933,10,0,0,0,0,0,0,0.012,0.022,0.031,10,0,0,0.013,0.029,0.055,0.076,0.082,0.087,0.093,10,0,0,0,0,0,0.041,0.048,0.054,0.061,10,0.239,0.367,0.485,0.614,0.921,0.994,0.998,0.999,1,10,0.019,0.022,0.025,0.029,0.044,0.061,0.066,0.071,0.079,10,-0.033,-0.366,-1.419,0.341,1,1.165,1.776,2.994,6.602,10,-2759.827,-2770.585,-2780.393,-2791.018,-2833.374,-2873.747,-2885.037,-2895.078,-2905.267,10
