"","Method","id","ace_a","ace_c","ace_e","n","NGroups","NDependentVars","NIndependentVars","NContinuousLatentVars","Parameters","TrueModel","aBIC_ce_0.01","aBIC_ce_0.025","aBIC_ce_0.05","aBIC_ce_0.1","aBIC_ce_0.5","aBIC_ce_0.9","aBIC_ce_0.95","aBIC_ce_0.975","aBIC_ce_0.99","aBIC_ce_NA","AIC_ce_0.01","AIC_ce_0.025","AIC_ce_0.05","AIC_ce_0.1","AIC_ce_0.5","AIC_ce_0.9","AIC_ce_0.95","AIC_ce_0.975","AIC_ce_0.99","AIC_ce_NA","BIC_ce_0.01","BIC_ce_0.025","BIC_ce_0.05","BIC_ce_0.1","BIC_ce_0.5","BIC_ce_0.9","BIC_ce_0.95","BIC_ce_0.975","BIC_ce_0.99","BIC_ce_NA","CFI_ce_0.01","CFI_ce_0.025","CFI_ce_0.05","CFI_ce_0.1","CFI_ce_0.5","CFI_ce_0.9","CFI_ce_0.95","CFI_ce_0.975","CFI_ce_0.99","CFI_ce_NA","ChiSqBaseline_DF_ce_0.01","ChiSqBaseline_DF_ce_0.025","ChiSqBaseline_DF_ce_0.05","ChiSqBaseline_DF_ce_0.1","ChiSqBaseline_DF_ce_0.5","ChiSqBaseline_DF_ce_0.9","ChiSqBaseline_DF_ce_0.95","ChiSqBaseline_DF_ce_0.975","ChiSqBaseline_DF_ce_0.99","ChiSqBaseline_DF_ce_NA","ChiSqBaseline_PValue_ce_0.01","ChiSqBaseline_PValue_ce_0.025","ChiSqBaseline_PValue_ce_0.05","ChiSqBaseline_PValue_ce_0.1","ChiSqBaseline_PValue_ce_0.5","ChiSqBaseline_PValue_ce_0.9","ChiSqBaseline_PValue_ce_0.95","ChiSqBaseline_PValue_ce_0.975","ChiSqBaseline_PValue_ce_0.99","ChiSqBaseline_PValue_ce_NA","ChiSqBaseline_Value_ce_0.01","ChiSqBaseline_Value_ce_0.025","ChiSqBaseline_Value_ce_0.05","ChiSqBaseline_Value_ce_0.1","ChiSqBaseline_Value_ce_0.5","ChiSqBaseline_Value_ce_0.9","ChiSqBaseline_Value_ce_0.95","ChiSqBaseline_Value_ce_0.975","ChiSqBaseline_Value_ce_0.99","ChiSqBaseline_Value_ce_NA","ChiSqM_DF_ce_0.01","ChiSqM_DF_ce_0.025","ChiSqM_DF_ce_0.05","ChiSqM_DF_ce_0.1","ChiSqM_DF_ce_0.5","ChiSqM_DF_ce_0.9","ChiSqM_DF_ce_0.95","ChiSqM_DF_ce_0.975","ChiSqM_DF_ce_0.99","ChiSqM_DF_ce_NA","ChiSqM_PValue_ce_0.01","ChiSqM_PValue_ce_0.025","ChiSqM_PValue_ce_0.05","ChiSqM_PValue_ce_0.1","ChiSqM_PValue_ce_0.5","ChiSqM_PValue_ce_0.9","ChiSqM_PValue_ce_0.95","ChiSqM_PValue_ce_0.975","ChiSqM_PValue_ce_0.99","ChiSqM_PValue_ce_NA","ChiSqM_Value_ce_0.01","ChiSqM_Value_ce_0.025","ChiSqM_Value_ce_0.05","ChiSqM_Value_ce_0.1","ChiSqM_Value_ce_0.5","ChiSqM_Value_ce_0.9","ChiSqM_Value_ce_0.95","ChiSqM_Value_ce_0.975","ChiSqM_Value_ce_0.99","ChiSqM_Value_ce_NA","LL_ce_0.01","LL_ce_0.025","LL_ce_0.05","LL_ce_0.1","LL_ce_0.5","LL_ce_0.9","LL_ce_0.95","LL_ce_0.975","LL_ce_0.99","LL_ce_NA","RMSEA_90CI_LB_ce_0.01","RMSEA_90CI_LB_ce_0.025","RMSEA_90CI_LB_ce_0.05","RMSEA_90CI_LB_ce_0.1","RMSEA_90CI_LB_ce_0.5","RMSEA_90CI_LB_ce_0.9","RMSEA_90CI_LB_ce_0.95","RMSEA_90CI_LB_ce_0.975","RMSEA_90CI_LB_ce_0.99","RMSEA_90CI_LB_ce_NA","RMSEA_90CI_UB_ce_0.01","RMSEA_90CI_UB_ce_0.025","RMSEA_90CI_UB_ce_0.05","RMSEA_90CI_UB_ce_0.1","RMSEA_90CI_UB_ce_0.5","RMSEA_90CI_UB_ce_0.9","RMSEA_90CI_UB_ce_0.95","RMSEA_90CI_UB_ce_0.975","RMSEA_90CI_UB_ce_0.99","RMSEA_90CI_UB_ce_NA","RMSEA_Estimate_ce_0.01","RMSEA_Estimate_ce_0.025","RMSEA_Estimate_ce_0.05","RMSEA_Estimate_ce_0.1","RMSEA_Estimate_ce_0.5","RMSEA_Estimate_ce_0.9","RMSEA_Estimate_ce_0.95","RMSEA_Estimate_ce_0.975","RMSEA_Estimate_ce_0.99","RMSEA_Estimate_ce_NA","RMSEA_pLT05_ce_0.01","RMSEA_pLT05_ce_0.025","RMSEA_pLT05_ce_0.05","RMSEA_pLT05_ce_0.1","RMSEA_pLT05_ce_0.5","RMSEA_pLT05_ce_0.9","RMSEA_pLT05_ce_0.95","RMSEA_pLT05_ce_0.975","RMSEA_pLT05_ce_0.99","RMSEA_pLT05_ce_NA","SRMR_ce_0.01","SRMR_ce_0.025","SRMR_ce_0.05","SRMR_ce_0.1","SRMR_ce_0.5","SRMR_ce_0.9","SRMR_ce_0.95","SRMR_ce_0.975","SRMR_ce_0.99","SRMR_ce_NA","TLI_ce_0.01","TLI_ce_0.025","TLI_ce_0.05","TLI_ce_0.1","TLI_ce_0.5","TLI_ce_0.9","TLI_ce_0.95","TLI_ce_0.975","TLI_ce_0.99","TLI_ce_NA","UnrestrictedLL_ce_0.01","UnrestrictedLL_ce_0.025","UnrestrictedLL_ce_0.05","UnrestrictedLL_ce_0.1","UnrestrictedLL_ce_0.5","UnrestrictedLL_ce_0.9","UnrestrictedLL_ce_0.95","UnrestrictedLL_ce_0.975","UnrestrictedLL_ce_0.99","UnrestrictedLL_ce_NA"
"16","cor",70,0,2,2,1000,2,2,0,6,4,"CE",10674.1,10694.12,10708.81,10727.56,10785.51,10841.92,10855.61,10868.96,10884.93,0,10666.83,10686.85,10701.54,10720.29,10778.24,10834.65,10848.34,10861.69,10877.66,0,10683.63,10703.65,10718.34,10737.09,10795.04,10851.45,10865.14,10878.5,10894.46,0,0.997,1,1,1,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,476.019,493.099,505.997,519.891,576.417,634.322,653.428,668.063,688.108,0,7,7,7,7,7,7,7,7,7,0,0.2634,0.4398,0.6619,0.822,0.9991,1,1,1,1,0,0,0.001,0.005,0.021,0.572,3.618,4.982,6.896,8.821,0,-5330.415,-5340.424,-5347.77,-5357.145,-5386.118,-5414.324,-5421.169,-5427.846,-5435.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.031,0.039,0.044,0,0,0,0,0,0,0,0,0,0.016,0,0.981,0.993,0.998,1,1,1,1,1,1,0,0,0,0,0.001,0.005,0.013,0.015,0.018,0.02,0,0.999,1,1.001,1.002,1.003,1.004,1.004,1.004,1.004,0,-5329.6,-5339.72,-5347.026,-5356.568,-5385.527,-5413.793,-5420.721,-5427.18,-5435.659,0
"17","cov",4,0,1,1,100,2,2,0,6,4,"CE",1290.642,1302.116,1310.954,1321.944,1358.66,1395.093,1403.711,1411.902,1421.34,0,1290.251,1301.725,1310.564,1321.553,1358.269,1394.702,1403.32,1411.512,1420.95,0,1300.146,1311.62,1320.459,1331.448,1368.164,1404.597,1413.215,1421.407,1430.844,0,0.776,0.825,0.87,0.909,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,29.88,33.74,36.861,41.183,58.644,78.555,84.372,89.665,95.596,0,7,7,7,7,7,7,7,7,7,0,0.009,0.0233,0.0485,0.0945,0.4747,0.8789,0.9396,0.9693,0.9879,0,1.309,1.812,2.324,3.061,6.572,12.18,14.148,16.208,18.704,0,-642.126,-647.862,-652.282,-657.777,-676.135,-694.351,-698.66,-702.756,-707.475,0,0,0,0,0,0,0,0.008,0.04,0.06,0,0,0,0.027,0.06,0.118,0.165,0.177,0.189,0.202,0,0,0,0,0,0,0.086,0.101,0.115,0.129,0,0.033,0.07,0.122,0.201,0.634,0.934,0.969,0.985,0.994,0,0.038,0.044,0.05,0.058,0.092,0.139,0.155,0.171,0.191,0,0.936,0.95,0.963,0.974,1.002,1.022,1.026,1.031,1.037,0,-638.281,-644.15,-648.728,-653.945,-672.532,-690.689,-695.653,-699.824,-704.945,0
"18","cov",7,0,2,1,100,2,2,0,6,4,"CE",1390.522,1402.493,1412.586,1423.637,1460.414,1496.93,1506.151,1515.226,1524.439,0,1390.131,1402.102,1412.195,1423.246,1460.023,1496.539,1505.76,1514.835,1524.049,0,1400.026,1411.997,1422.09,1433.141,1469.918,1506.434,1515.655,1524.73,1533.944,0,0.89,0.916,0.935,0.954,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,77.484,83.305,88.791,95.714,119.045,143.456,151.404,157.33,165.374,0,7,7,7,7,7,7,7,7,7,0,0.007,0.0183,0.0417,0.091,0.4975,0.9005,0.9492,0.9756,0.991,0,1.197,1.676,2.178,2.825,6.368,12.3,14.577,16.843,19.395,0,-692.065,-698.051,-703.098,-708.623,-727.012,-745.27,-749.88,-754.418,-759.024,0,0,0,0,0,0,0,0.019,0.046,0.064,0,0,0,0.007,0.052,0.116,0.166,0.18,0.192,0.205,0,0,0,0,0,0,0.087,0.104,0.119,0.133,0,0.027,0.058,0.109,0.196,0.654,0.947,0.974,0.988,0.996,0,0.032,0.038,0.044,0.052,0.086,0.139,0.159,0.18,0.205,0,0.969,0.976,0.981,0.987,1.002,1.01,1.013,1.014,1.016,0,-688.571,-694.102,-699.385,-704.772,-723.311,-741.805,-746.504,-751.515,-755.705,0
"19","cov",13,0,1,2,100,2,2,0,6,4,"CE",1486.959,1496.861,1506.637,1517.983,1554.797,1591.148,1600.816,1610.141,1621.937,0,1486.569,1496.471,1506.246,1517.592,1554.407,1590.757,1600.425,1609.75,1621.547,0,1496.464,1506.366,1516.141,1527.487,1564.302,1600.652,1610.32,1619.645,1631.441,0,0.311,0.535,0.65,0.765,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,9e-04,0.0035,0.0093,0.022,0,7.609,9.334,11.289,13.954,24.74,38.384,42.858,47.019,52.503,0,7,7,7,7,7,7,7,7,7,0,0.0093,0.0224,0.0491,0.0976,0.4953,0.8967,0.947,0.9754,0.99,0,1.222,1.68,2.213,2.869,6.387,12.085,14.091,16.299,18.645,0,-740.284,-745.235,-750.123,-755.796,-774.203,-792.378,-797.213,-801.875,-807.773,0,0,0,0,0,0,0,0.004,0.041,0.059,0,0,0,0.014,0.054,0.116,0.164,0.177,0.189,0.202,0,0,0,0,0,0,0.085,0.101,0.115,0.129,0,0.034,0.068,0.123,0.206,0.652,0.944,0.973,0.988,0.995,0,0.038,0.045,0.052,0.06,0.094,0.137,0.152,0.169,0.191,0,0.803,0.867,0.9,0.933,1.007,1.061,1.083,1.108,1.156,0,-736.089,-741.493,-746.439,-752.332,-770.716,-788.983,-794.129,-798.578,-804.246,0
"20","cov",16,0,2,2,100,2,2,0,6,4,"CE",1565.993,1578.464,1588.439,1598.92,1635.31,1671.41,1681.07,1688.632,1697.092,0,1565.602,1578.074,1588.049,1598.529,1634.919,1671.02,1680.68,1688.241,1696.701,0,1575.497,1587.969,1597.944,1608.424,1644.814,1680.915,1690.575,1698.136,1706.596,0,0.779,0.829,0.867,0.907,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,29.569,33.241,36.948,41.544,58.885,78.532,85.039,90.187,97.154,0,7,7,7,7,7,7,7,7,7,0,0.0093,0.0224,0.0448,0.0911,0.4848,0.8925,0.9459,0.9742,0.9898,0,1.242,1.702,2.231,2.916,6.473,12.301,14.37,16.301,18.659,0,-779.801,-786.037,-791.024,-796.265,-814.46,-832.51,-837.34,-841.121,-845.351,0,0,0,0,0,0,0,0.015,0.041,0.059,0,0,0,0.017,0.056,0.117,0.166,0.178,0.189,0.202,0,0,0,0,0,0,0.087,0.103,0.115,0.129,0,0.034,0.068,0.115,0.196,0.643,0.942,0.972,0.987,0.995,0,0.036,0.043,0.049,0.057,0.091,0.142,0.158,0.173,0.194,0,0.937,0.951,0.962,0.973,1.003,1.022,1.027,1.032,1.039,0,-776.145,-782.539,-787.204,-792.455,-810.979,-829.014,-833.8,-837.76,-842.762,0
"21","cov",22,0,1,1,250,2,2,0,6,4,"CE",3288.18,3304.71,3319.529,3335.249,3393.11,3449.205,3466.084,3480.289,3495.647,0,3285.058,3301.588,3316.407,3332.127,3389.989,3446.083,3462.962,3477.167,3492.526,0,3297.702,3314.232,3329.051,3344.771,3402.633,3458.727,3475.606,3489.811,3505.169,0,0.92,0.937,0.952,0.965,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,95.869,104.064,109.715,117.492,145.054,174.247,182.943,191.296,198.394,0,7,7,7,7,7,7,7,7,7,0,0.0101,0.0263,0.0526,0.102,0.4988,0.9045,0.9557,0.9785,0.9903,0,1.211,1.6,2.073,2.779,6.356,11.953,13.919,15.866,18.369,0,-1639.529,-1647.794,-1655.204,-1663.064,-1691.994,-1720.042,-1728.481,-1735.584,-1743.263,0,0,0,0,0,0,0,0,0.023,0.036,0,0,0,0,0.032,0.073,0.103,0.111,0.118,0.127,0,0,0,0,0,0,0.053,0.063,0.071,0.081,0,0.111,0.193,0.283,0.4,0.814,0.98,0.992,0.997,0.999,0,0.022,0.027,0.03,0.035,0.056,0.084,0.094,0.104,0.116,0,0.977,0.982,0.986,0.99,1.001,1.009,1.01,1.012,1.013,0,-1636.44,-1644.177,-1651.815,-1659.487,-1688.525,-1716.943,-1725.112,-1731.864,-1739.851,0
"22","cov",25,0,2,1,250,2,2,0,6,4,"CE",3546.587,3562.567,3575.631,3592.227,3651.434,3706.135,3722.776,3736.623,3754.94,0,3543.465,3559.446,3572.51,3589.106,3648.312,3703.013,3719.654,3733.502,3751.818,0,3556.109,3572.089,3585.153,3601.75,3660.956,3715.657,3732.298,3746.146,3764.462,0,0.961,0.97,0.977,0.983,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,228.889,238.171,247.403,257.52,295.593,333.728,346.032,356.769,367.854,0,7,7,7,7,7,7,7,7,7,0,0.011,0.0259,0.0528,0.1008,0.4969,0.9033,0.9529,0.9783,0.9913,0,1.184,1.603,2.118,2.794,6.37,11.972,13.911,15.863,18.185,0,-1768.733,-1776.723,-1783.255,-1791.553,-1821.156,-1848.506,-1856.827,-1863.751,-1872.909,0,0,0,0,0,0,0,0,0.023,0.035,0,0,0,0,0.032,0.073,0.103,0.111,0.118,0.126,0,0,0,0,0,0,0.053,0.063,0.071,0.08,0,0.117,0.192,0.283,0.397,0.813,0.98,0.992,0.996,0.999,0,0.019,0.023,0.027,0.032,0.053,0.086,0.097,0.108,0.12,0,0.989,0.992,0.993,0.995,1.001,1.004,1.005,1.005,1.006,0,-1764.107,-1772.991,-1779.695,-1788.015,-1817.366,-1844.973,-1853.801,-1860.451,-1870.098,0
"23","cov",31,0,1,2,250,2,2,0,6,4,"CE",3781.921,3797.135,3810.249,3826.518,3884.094,3941.582,3956.325,3970.519,3989.555,0,3778.799,3794.013,3807.128,3823.397,3880.973,3938.46,3953.203,3967.397,3986.433,0,3791.443,3806.657,3819.771,3836.04,3893.617,3951.104,3965.847,3980.041,3999.077,0,0.764,0.828,0.872,0.908,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,30.537,34.754,38.516,42.583,60.272,81.068,87.431,92.996,100.048,0,7,7,7,7,7,7,7,7,7,0,0.0099,0.022,0.047,0.0978,0.49,0.8966,0.9474,0.9717,0.9894,0,1.263,1.762,2.208,2.87,6.434,12.085,14.24,16.2,18.436,0,-1886.4,-1894.007,-1900.564,-1908.698,-1937.486,-1966.23,-1973.602,-1980.699,-1990.217,0,0,0,0,0,0,0,0.007,0.025,0.037,0,0,0,0.009,0.034,0.074,0.104,0.112,0.119,0.127,0,0,0,0,0,0,0.054,0.064,0.073,0.081,0,0.11,0.175,0.266,0.391,0.808,0.978,0.99,0.995,0.998,0,0.025,0.029,0.033,0.038,0.058,0.085,0.094,0.102,0.111,0,0.933,0.951,0.963,0.974,1.003,1.022,1.026,1.031,1.039,0,-1882.011,-1889.814,-1896.378,-1904.591,-1933.941,-1962.596,-1970.558,-1977.716,-1986.906,0
"24","cov",34,0,2,2,250,2,2,0,6,4,"CE",3979.301,3992.863,4010.42,4027.182,4085.529,4142.229,4158.067,4174.39,4189.526,0,3976.179,3989.742,4007.299,4024.06,4082.407,4139.107,4154.946,4171.268,4186.405,0,3988.823,4002.386,4019.942,4036.704,4095.051,4151.751,4167.589,4183.912,4199.048,0,0.919,0.936,0.949,0.964,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,97.532,104.459,111.255,118.313,144.616,175.198,185.233,194.265,203.183,0,7,7,7,7,7,7,7,7,7,0,0.0097,0.024,0.0446,0.091,0.4948,0.8962,0.9504,0.9767,0.9917,0,1.158,1.645,2.15,2.876,6.392,12.302,14.317,16.125,18.498,0,-1985.09,-1991.871,-2000.649,-2009.03,-2038.204,-2066.554,-2074.473,-2082.634,-2090.202,0,0,0,0,0,0,0,0.008,0.025,0.037,0,0,0,0,0.034,0.074,0.105,0.113,0.119,0.127,0,0,0,0,0,0,0.055,0.065,0.072,0.081,0,0.109,0.184,0.259,0.377,0.811,0.978,0.991,0.996,0.999,0,0.023,0.027,0.031,0.035,0.056,0.085,0.095,0.104,0.113,0,0.977,0.982,0.985,0.99,1.001,1.008,1.01,1.012,1.013,0,-1980.257,-1988.093,-1997.068,-2005.587,-2034.794,-2063.165,-2071.367,-2079.483,-2087.038,0
"25","cov",40,0,1,1,500,2,2,0,6,4,"CE",6634.44,6655.91,6675.722,6699.622,6782.969,6864.179,6888.604,6906.799,6927.167,0,6629.244,6650.715,6670.527,6694.426,6777.774,6858.984,6883.408,6901.604,6921.972,0,6643.968,6665.438,6685.25,6709.15,6792.497,6873.707,6898.132,6916.327,6936.695,0,0.962,0.968,0.975,0.982,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,218.633,228.639,238.4,249.511,289.296,330.705,342.397,354.202,367.066,0,7,7,7,7,7,7,7,7,7,0,0.0122,0.0261,0.0489,0.1003,0.4954,0.9017,0.9536,0.9761,0.9895,0,1.247,1.661,2.105,2.808,6.385,12.005,14.11,15.886,17.942,0,-3311.622,-3322.358,-3332.263,-3344.213,-3385.887,-3426.492,-3438.704,-3447.802,-3457.986,0,0,0,0,0,0,0,0.002,0.016,0.024,0,0,0,0,0.023,0.052,0.073,0.079,0.084,0.089,0,0,0,0,0,0,0.038,0.045,0.05,0.056,0,0.334,0.44,0.542,0.67,0.939,0.996,0.999,0.999,1,0,0.015,0.019,0.021,0.025,0.04,0.06,0.066,0.072,0.08,0,0.989,0.991,0.993,0.995,1.001,1.004,1.005,1.006,1.006,0,-3307.507,-3317.883,-3328.535,-3340.705,-3382.433,-3422.99,-3434.765,-3444.324,-3454.284,0
"26","cov",43,0,2,1,500,2,2,0,6,4,"CE",7148.328,7171.535,7190.359,7212.243,7295.785,7377.629,7398.728,7415.456,7438.121,0,7143.133,7166.339,7185.163,7207.048,7290.59,7372.434,7393.533,7410.261,7432.926,0,7157.856,7181.063,7199.887,7221.771,7305.314,7387.157,7408.256,7424.984,7447.649,0,0.98,0.984,0.988,0.991,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,496.811,510.32,521.421,535.95,589.01,642.939,659.043,673.655,688.76,0,7,7,7,7,7,7,7,7,7,0,0.0088,0.0238,0.05,0.0958,0.4904,0.8988,0.9481,0.9721,0.9876,0,1.329,1.75,2.19,2.845,6.431,12.137,14.063,16.146,18.781,0,-3568.567,-3580.17,-3589.582,-3600.524,-3642.295,-3683.217,-3693.767,-3702.131,-3713.463,0,0,0,0,0,0,0,0,0.018,0.027,0,0,0,0.005,0.024,0.052,0.074,0.079,0.084,0.09,0,0,0,0,0,0,0.038,0.045,0.051,0.058,0,0.294,0.426,0.546,0.661,0.938,0.996,0.998,0.999,1,0,0.015,0.017,0.02,0.023,0.038,0.06,0.067,0.074,0.083,0,0.994,0.995,0.997,0.998,1,1.002,1.002,1.003,1.003,0,-3565.757,-3576.569,-3585.993,-3597.095,-3638.479,-3679.782,-3690.142,-3699.283,-3710.656,0
"27","cov",49,0,1,2,500,2,2,0,6,4,"CE",7612.69,7640.012,7661.145,7682.689,7764.168,7844.461,7866.762,7885.984,7907.529,0,7607.495,7634.817,7655.95,7677.494,7758.973,7839.266,7861.567,7880.789,7902.334,0,7622.218,7649.541,7670.673,7692.217,7773.696,7853.989,7876.29,7895.512,7917.057,0,0.896,0.922,0.938,0.956,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,76.448,81.383,86.775,93.047,118.901,147.922,156.193,163.679,173.785,0,7,7,7,7,7,7,7,7,7,0,0.0095,0.0268,0.0498,0.0945,0.4958,0.9014,0.9542,0.9762,0.9913,0,1.185,1.658,2.097,2.816,6.381,12.157,14.056,15.773,18.592,0,-3800.747,-3814.409,-3824.975,-3835.747,-3876.486,-3916.633,-3927.783,-3937.395,-3948.167,0,0,0,0,0,0,0,0,0.016,0.026,0,0,0,0,0.023,0.052,0.074,0.079,0.083,0.09,0,0,0,0,0,0,0.038,0.045,0.05,0.058,0,0.304,0.444,0.545,0.659,0.939,0.996,0.999,0.999,1,0,0.017,0.02,0.023,0.026,0.041,0.06,0.065,0.07,0.075,0,0.97,0.978,0.982,0.987,1.001,1.01,1.013,1.015,1.016,0,-3797.093,-3810.405,-3821.279,-3832.341,-3872.764,-3912.805,-3924.518,-3934.024,-3944.412,0
"28","cov",52,0,2,2,500,2,2,0,6,4,"CE",8015.447,8041.226,8061.046,8085.568,8170.452,8249.419,8270.564,8290.491,8315.051,0,8010.252,8036.03,8055.851,8080.373,8165.257,8244.224,8265.369,8285.296,8309.856,0,8024.975,8050.754,8070.574,8095.097,8179.98,8258.947,8280.092,8300.02,8324.579,0,0.958,0.968,0.976,0.983,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,222.235,231.878,240.197,250.171,288.195,331.251,344.296,355.363,369.263,0,7,7,7,7,7,7,7,7,7,0,0.0088,0.0248,0.0542,0.1044,0.4957,0.8945,0.9502,0.973,0.9873,0,1.328,1.736,2.163,2.891,6.377,11.88,13.837,16.032,18.792,0,-4002.126,-4015.015,-4024.925,-4037.187,-4079.628,-4119.112,-4129.685,-4139.648,-4151.928,0,0,0,0,0,0,0,0,0.017,0.027,0,0,0,0,0.024,0.052,0.073,0.078,0.084,0.09,0,0,0,0,0,0,0.037,0.044,0.051,0.058,0,0.294,0.432,0.559,0.677,0.939,0.996,0.998,0.999,1,0,0.017,0.02,0.022,0.025,0.04,0.059,0.065,0.072,0.08,0,0.988,0.991,0.993,0.995,1.001,1.004,1.005,1.005,1.006,0,-3998.303,-4012.261,-4021.697,-4033.592,-4076.268,-4115.57,-4126.479,-4136.732,-4148.962,0
"29","cov",58,0,1,1,1000,2,2,0,6,4,"CE",13344.12,13373.58,13409.07,13440.42,13557.96,13674.81,13706.21,13732.12,13763.88,0,13336.84,13366.31,13401.79,13433.15,13550.69,13667.53,13698.94,13724.85,13756.61,0,13353.65,13383.11,13418.6,13449.95,13567.49,13684.34,13715.75,13741.66,13773.41,0,0.98,0.984,0.988,0.991,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,478.533,492.635,504.917,522.206,576.724,636.056,652.633,666.602,684.388,0,7,7,7,7,7,7,7,7,7,0,0.0092,0.0237,0.0503,0.1017,0.4936,0.9017,0.9493,0.975,0.9885,0,1.259,1.682,2.177,2.814,6.397,11.95,14.036,16.155,18.675,0,-6665.423,-6680.154,-6697.897,-6713.576,-6772.344,-6830.767,-6846.471,-6859.426,-6875.304,0,0,0,0,0,0,0,0,0.012,0.019,0,0,0,0.002,0.016,0.037,0.052,0.056,0.06,0.064,0,0,0,0,0,0,0.027,0.032,0.036,0.041,0,0.716,0.816,0.885,0.936,0.995,1,1,1,1,0,0.011,0.013,0.015,0.018,0.028,0.042,0.046,0.05,0.055,0,0.994,0.995,0.996,0.998,1,1.002,1.002,1.003,1.003,0,-6661.302,-6676.935,-6693.747,-6710.269,-6769.066,-6827.347,-6843.419,-6855.942,-6871.415,0
"30","cov",61,0,2,1,1000,2,2,0,6,4,"CE",14373.67,14405.17,14433.73,14467.8,14580.07,14694.09,14726.16,14756.26,14782.3,0,14366.4,14397.9,14426.46,14460.52,14572.79,14686.81,14718.89,14748.99,14775.03,0,14383.2,14414.7,14443.26,14477.33,14589.6,14703.62,14735.69,14765.79,14791.83,0,0.99,0.992,0.994,0.995,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1037.706,1059.212,1077.809,1099.177,1176.709,1253.827,1278.323,1295.454,1316.899,0,7,7,7,7,7,7,7,7,7,0,0.0097,0.0249,0.0485,0.0911,0.5028,0.8997,0.9491,0.9735,0.9885,0,1.293,1.721,2.182,2.835,6.318,12.297,14.156,16.008,18.488,0,-7180.199,-7195.95,-7210.23,-7227.262,-7283.397,-7340.407,-7356.443,-7371.496,-7384.516,0,0,0,0,0,0,0,0.003,0.012,0.018,0,0,0,0.003,0.017,0.037,0.052,0.056,0.059,0.064,0,0,0,0,0,0,0.028,0.032,0.036,0.041,0,0.721,0.821,0.882,0.929,0.995,1,1,1,1,0,0.01,0.012,0.014,0.016,0.027,0.042,0.047,0.051,0.059,0,0.997,0.998,0.998,0.999,1,1.001,1.001,1.001,1.001,0,-7176.916,-7192.744,-7206.963,-7223.412,-7279.997,-7337.157,-7352.681,-7368.306,-7380.418,0
"31","cov",67,0,1,2,1000,2,2,0,6,4,"CE",15317.77,15349.06,15374.41,15407.3,15522.73,15633.52,15663.65,15686.56,15725.08,0,15310.5,15341.79,15367.14,15400.03,15515.46,15626.25,15656.38,15679.29,15717.81,0,15327.31,15358.59,15383.94,15416.83,15532.26,15643.05,15673.19,15696.09,15734.61,0,0.951,0.961,0.97,0.979,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,170.809,181.856,190.066,200.191,237.44,277.046,289.401,300.551,311.817,0,7,7,7,7,7,7,7,7,7,0,0.0093,0.0254,0.0511,0.1006,0.4992,0.8993,0.9496,0.975,0.9907,0,1.204,1.688,2.174,2.84,6.353,11.99,14.007,15.951,18.511,0,-7652.251,-7667.893,-7680.569,-7697.013,-7754.73,-7810.125,-7825.191,-7836.644,-7855.903,0,0,0,0,0,0,0,0,0.012,0.018,0,0,0,0.002,0.017,0.037,0.052,0.056,0.059,0.064,0,0,0,0,0,0,0.027,0.032,0.036,0.041,0,0.717,0.823,0.886,0.935,0.995,1,1,1,1,0,0.012,0.014,0.016,0.019,0.029,0.042,0.046,0.049,0.053,0,0.986,0.989,0.991,0.994,1.001,1.005,1.006,1.007,1.008,0,-7648.891,-7664.315,-7676.647,-7693.59,-7751.203,-7806.885,-7821.934,-7832.941,-7852.184,0
