"","Method","id","ace_a","ace_c","ace_e","n","NGroups","NDependentVars","NIndependentVars","NContinuousLatentVars","Parameters","TrueModel","aBIC_ace_0.01","aBIC_ace_0.025","aBIC_ace_0.05","aBIC_ace_0.1","aBIC_ace_0.5","aBIC_ace_0.9","aBIC_ace_0.95","aBIC_ace_0.975","aBIC_ace_0.99","aBIC_ace_NA","AIC_ace_0.01","AIC_ace_0.025","AIC_ace_0.05","AIC_ace_0.1","AIC_ace_0.5","AIC_ace_0.9","AIC_ace_0.95","AIC_ace_0.975","AIC_ace_0.99","AIC_ace_NA","BIC_ace_0.01","BIC_ace_0.025","BIC_ace_0.05","BIC_ace_0.1","BIC_ace_0.5","BIC_ace_0.9","BIC_ace_0.95","BIC_ace_0.975","BIC_ace_0.99","BIC_ace_NA","CFI_ace_0.01","CFI_ace_0.025","CFI_ace_0.05","CFI_ace_0.1","CFI_ace_0.5","CFI_ace_0.9","CFI_ace_0.95","CFI_ace_0.975","CFI_ace_0.99","CFI_ace_NA","ChiSqBaseline_DF_ace_0.01","ChiSqBaseline_DF_ace_0.025","ChiSqBaseline_DF_ace_0.05","ChiSqBaseline_DF_ace_0.1","ChiSqBaseline_DF_ace_0.5","ChiSqBaseline_DF_ace_0.9","ChiSqBaseline_DF_ace_0.95","ChiSqBaseline_DF_ace_0.975","ChiSqBaseline_DF_ace_0.99","ChiSqBaseline_DF_ace_NA","ChiSqBaseline_PValue_ace_0.01","ChiSqBaseline_PValue_ace_0.025","ChiSqBaseline_PValue_ace_0.05","ChiSqBaseline_PValue_ace_0.1","ChiSqBaseline_PValue_ace_0.5","ChiSqBaseline_PValue_ace_0.9","ChiSqBaseline_PValue_ace_0.95","ChiSqBaseline_PValue_ace_0.975","ChiSqBaseline_PValue_ace_0.99","ChiSqBaseline_PValue_ace_NA","ChiSqBaseline_Value_ace_0.01","ChiSqBaseline_Value_ace_0.025","ChiSqBaseline_Value_ace_0.05","ChiSqBaseline_Value_ace_0.1","ChiSqBaseline_Value_ace_0.5","ChiSqBaseline_Value_ace_0.9","ChiSqBaseline_Value_ace_0.95","ChiSqBaseline_Value_ace_0.975","ChiSqBaseline_Value_ace_0.99","ChiSqBaseline_Value_ace_NA","ChiSqM_DF_ace_0.01","ChiSqM_DF_ace_0.025","ChiSqM_DF_ace_0.05","ChiSqM_DF_ace_0.1","ChiSqM_DF_ace_0.5","ChiSqM_DF_ace_0.9","ChiSqM_DF_ace_0.95","ChiSqM_DF_ace_0.975","ChiSqM_DF_ace_0.99","ChiSqM_DF_ace_NA","ChiSqM_PValue_ace_0.01","ChiSqM_PValue_ace_0.025","ChiSqM_PValue_ace_0.05","ChiSqM_PValue_ace_0.1","ChiSqM_PValue_ace_0.5","ChiSqM_PValue_ace_0.9","ChiSqM_PValue_ace_0.95","ChiSqM_PValue_ace_0.975","ChiSqM_PValue_ace_0.99","ChiSqM_PValue_ace_NA","ChiSqM_Value_ace_0.01","ChiSqM_Value_ace_0.025","ChiSqM_Value_ace_0.05","ChiSqM_Value_ace_0.1","ChiSqM_Value_ace_0.5","ChiSqM_Value_ace_0.9","ChiSqM_Value_ace_0.95","ChiSqM_Value_ace_0.975","ChiSqM_Value_ace_0.99","ChiSqM_Value_ace_NA","LL_ace_0.01","LL_ace_0.025","LL_ace_0.05","LL_ace_0.1","LL_ace_0.5","LL_ace_0.9","LL_ace_0.95","LL_ace_0.975","LL_ace_0.99","LL_ace_NA","RMSEA_90CI_LB_ace_0.01","RMSEA_90CI_LB_ace_0.025","RMSEA_90CI_LB_ace_0.05","RMSEA_90CI_LB_ace_0.1","RMSEA_90CI_LB_ace_0.5","RMSEA_90CI_LB_ace_0.9","RMSEA_90CI_LB_ace_0.95","RMSEA_90CI_LB_ace_0.975","RMSEA_90CI_LB_ace_0.99","RMSEA_90CI_LB_ace_NA","RMSEA_90CI_UB_ace_0.01","RMSEA_90CI_UB_ace_0.025","RMSEA_90CI_UB_ace_0.05","RMSEA_90CI_UB_ace_0.1","RMSEA_90CI_UB_ace_0.5","RMSEA_90CI_UB_ace_0.9","RMSEA_90CI_UB_ace_0.95","RMSEA_90CI_UB_ace_0.975","RMSEA_90CI_UB_ace_0.99","RMSEA_90CI_UB_ace_NA","RMSEA_Estimate_ace_0.01","RMSEA_Estimate_ace_0.025","RMSEA_Estimate_ace_0.05","RMSEA_Estimate_ace_0.1","RMSEA_Estimate_ace_0.5","RMSEA_Estimate_ace_0.9","RMSEA_Estimate_ace_0.95","RMSEA_Estimate_ace_0.975","RMSEA_Estimate_ace_0.99","RMSEA_Estimate_ace_NA","RMSEA_pLT05_ace_0.01","RMSEA_pLT05_ace_0.025","RMSEA_pLT05_ace_0.05","RMSEA_pLT05_ace_0.1","RMSEA_pLT05_ace_0.5","RMSEA_pLT05_ace_0.9","RMSEA_pLT05_ace_0.95","RMSEA_pLT05_ace_0.975","RMSEA_pLT05_ace_0.99","RMSEA_pLT05_ace_NA","SRMR_ace_0.01","SRMR_ace_0.025","SRMR_ace_0.05","SRMR_ace_0.1","SRMR_ace_0.5","SRMR_ace_0.9","SRMR_ace_0.95","SRMR_ace_0.975","SRMR_ace_0.99","SRMR_ace_NA","TLI_ace_0.01","TLI_ace_0.025","TLI_ace_0.05","TLI_ace_0.1","TLI_ace_0.5","TLI_ace_0.9","TLI_ace_0.95","TLI_ace_0.975","TLI_ace_0.99","TLI_ace_NA","UnrestrictedLL_ace_0.01","UnrestrictedLL_ace_0.025","UnrestrictedLL_ace_0.05","UnrestrictedLL_ace_0.1","UnrestrictedLL_ace_0.5","UnrestrictedLL_ace_0.9","UnrestrictedLL_ace_0.95","UnrestrictedLL_ace_0.975","UnrestrictedLL_ace_0.99","UnrestrictedLL_ace_NA"
"93","uni",21,2,0,1,250,2,2,0,6,4,"AE",3667.197,3685.062,3698.206,3712.296,3769.448,3826.078,3841.048,3854.264,3871.246,0,3663.035,3680.9,3694.044,3708.134,3765.286,3821.916,3836.886,3850.102,3867.084,0,3679.893,3697.759,3710.902,3724.992,3782.145,3838.774,3853.744,3866.96,3883.942,0,0.926,0.943,0.955,0.968,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,124.948,132.301,139.762,147.367,177.428,207.716,217.567,226.405,236.041,0,6,6,6,6,6,6,6,6,6,0,0.005,0.0157,0.0327,0.0765,0.4341,0.8681,0.924,0.9609,0.9805,0,1.116,1.476,1.953,2.504,5.903,11.409,13.727,15.619,18.52,0,-1827.517,-1836.45,-1843.022,-1850.067,-1878.643,-1906.958,-1914.443,-1921.051,-1929.542,0,0,0,0,0,0,0,0.019,0.032,0.046,0,0,0,0.027,0.042,0.081,0.113,0.123,0.13,0.14,0,0,0,0,0,0,0.06,0.072,0.08,0.091,0,0.064,0.129,0.199,0.321,0.751,0.966,0.982,0.992,0.996,0,0.022,0.025,0.029,0.034,0.055,0.081,0.09,0.099,0.111,0,0.975,0.981,0.985,0.989,1,1.007,1.008,1.009,1.01,0,-1823.677,-1832.54,-1839.271,-1846.983,-1875.389,-1904.053,-1911.274,-1917.709,-1926.481,0
"94","uni",22,0,1,1,250,2,2,0,6,4,"CE",3290.952,3307.705,3322.023,3337.503,3395.776,3451.92,3468.361,3482.999,3498.073,0,3286.79,3303.543,3317.861,3333.341,3391.614,3447.758,3464.199,3478.837,3493.911,0,3303.648,3320.401,3334.719,3350.199,3408.472,3464.616,3481.058,3495.695,3510.769,0,0.916,0.935,0.949,0.962,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,95.869,104.064,109.715,117.492,145.055,174.247,182.942,191.297,198.396,0,6,6,6,6,6,6,6,6,6,0,0.0066,0.0196,0.0396,0.0793,0.441,0.8768,0.9398,0.9683,0.9863,0,0.973,1.359,1.766,2.421,5.84,11.304,13.213,15.068,17.832,0,-1639.395,-1647.771,-1654.93,-1662.67,-1691.807,-1719.879,-1728.1,-1735.418,-1742.955,0,0,0,0,0,0,0,0.014,0.029,0.043,0,0,0,0.018,0.041,0.081,0.112,0.121,0.128,0.138,0,0,0,0,0,0,0.059,0.069,0.078,0.089,0,0.077,0.148,0.222,0.327,0.756,0.969,0.986,0.993,0.997,0,0.021,0.025,0.029,0.033,0.054,0.08,0.089,0.097,0.108,0,0.972,0.978,0.983,0.987,1,1.008,1.01,1.011,1.013,0,-1636.439,-1644.176,-1651.816,-1659.486,-1688.524,-1716.943,-1725.112,-1731.863,-1739.852,0
"95","uni",25,0,2,1,250,2,2,0,6,4,"CE",3548.437,3565.175,3578.198,3594.657,3653.897,3708.647,3725.013,3739.223,3757.572,0,3544.275,3561.013,3574.036,3590.495,3649.735,3704.485,3720.85,3735.061,3753.41,0,3561.134,3577.871,3590.894,3607.353,3666.594,3721.343,3737.709,3751.92,3770.269,0,0.96,0.968,0.975,0.982,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,228.89,238.172,247.402,257.521,295.593,333.727,346.03,356.769,367.856,0,6,6,6,6,6,6,6,6,6,0,0.0071,0.0178,0.0392,0.0792,0.4371,0.8707,0.9332,0.969,0.9866,0,0.965,1.345,1.841,2.479,5.874,11.309,13.249,15.307,17.58,0,-1768.138,-1776.506,-1783.018,-1791.248,-1820.868,-1848.242,-1856.425,-1863.531,-1872.705,0,0,0,0,0,0,0,0.015,0.03,0.042,0,0,0,0.022,0.042,0.081,0.112,0.121,0.129,0.137,0,0,0,0,0,0,0.059,0.07,0.079,0.088,0,0.08,0.139,0.221,0.327,0.753,0.967,0.985,0.994,0.997,0,0.019,0.022,0.026,0.031,0.051,0.078,0.088,0.096,0.107,0,0.987,0.989,0.992,0.994,1,1.004,1.005,1.005,1.006,0,-1764.106,-1772.992,-1779.696,-1788.014,-1817.367,-1844.973,-1853.801,-1860.45,-1870.098,0
"96","uni",28,0,0,2,250,2,2,0,6,4,"E",3431.586,3450.817,3465.345,3482.077,3541.156,3597.325,3612.874,3626.237,3641.415,26,3427.424,3446.654,3461.183,3477.915,3536.994,3593.163,3608.712,3622.075,3637.253,26,3444.282,3463.513,3478.041,3494.773,3553.852,3610.021,3625.57,3638.933,3654.111,26,0,0,0,0,0,1,1,1,1,26,2,2,2,2,2,2,2,2,2,26,0.0109,0.0236,0.0471,0.0947,0.4924,0.8985,0.9486,0.9698,0.9879,26,0.023,0.061,0.105,0.213,1.416,4.711,6.108,7.466,9.029,26,6,6,6,6,6,6,6,6,6,26,0.0035,0.0091,0.0204,0.0479,0.3398,0.8046,0.8912,0.9417,0.975,26,1.237,1.74,2.284,3.031,6.799,12.708,14.963,16.995,19.324,26,-1709.712,-1719.327,-1726.591,-1734.957,-1764.497,-1792.581,-1800.356,-1807.037,-1814.627,26,0,0,0,0,0,0.006,0.028,0.039,0.049,26,0,0.016,0.037,0.052,0.088,0.118,0.127,0.135,0.143,26,0,0,0,0,0.023,0.067,0.077,0.086,0.094,26,0.051,0.093,0.151,0.247,0.676,0.944,0.973,0.987,0.995,26,0.025,0.03,0.035,0.041,0.062,0.087,0.096,0.102,0.112,26,-94.344,-0.192,-0.754,-5.939,1,1,1.423,2.354,5.036,26,-1705.921,-1715.574,-1722.656,-1731.13,-1760.48,-1789.213,-1797.383,-1803.374,-1811.424,26
"97","uni",29,1,0,2,250,2,2,0,6,4,"AE",3803.052,3819.357,3834.189,3853.263,3910.577,3967.103,3982.601,3996.72,4012.38,0,3798.89,3815.195,3830.027,3849.101,3906.414,3962.941,3978.438,3992.558,4008.218,0,3815.748,3832.053,3846.885,3865.96,3923.273,3979.8,3995.297,4009.416,4025.076,0,0.58,0.689,0.77,0.842,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2e-04,6e-04,0,14.526,17.324,20.07,23.258,37.505,54.462,60.107,64.232,69.76,0,6,6,6,6,6,6,6,6,6,0,0.0064,0.0186,0.0386,0.0785,0.4315,0.8675,0.9303,0.9652,0.9848,0,1.012,1.397,1.87,2.507,5.924,11.335,13.272,15.227,17.845,0,-1895.445,-1903.597,-1911.014,-1920.551,-1949.207,-1977.471,-1985.219,-1992.279,-2000.109,0,0,0,0,0,0,0,0.015,0.03,0.043,0,0,0,0.023,0.043,0.082,0.112,0.121,0.128,0.138,0,0,0,0,0,0,0.06,0.07,0.078,0.089,0,0.075,0.143,0.219,0.325,0.749,0.966,0.984,0.993,0.997,0,0.023,0.027,0.031,0.036,0.057,0.082,0.091,0.099,0.109,0,0.86,0.896,0.923,0.947,1.001,1.035,1.045,1.056,1.07,0,-1892.331,-1900.451,-1907.599,-1916.905,-1945.931,-1974.182,-1982.099,-1988.795,-1996.602,0
"98","uni",30,2,0,2,250,2,2,0,6,4,"AE",4043.972,4061.074,4073.358,4087.798,4144.408,4201.959,4219.121,4231.541,4247.128,0,4039.81,4056.912,4069.196,4083.636,4140.246,4197.797,4214.958,4227.379,4242.966,0,4056.668,4073.77,4086.054,4100.494,4157.104,4214.655,4231.817,4244.238,4259.824,0,0.857,0.884,0.909,0.934,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,51.624,57.497,61.75,67.721,89.454,113.599,121.451,128.06,136.782,0,6,6,6,6,6,6,6,6,6,0,0.0062,0.0162,0.0338,0.0709,0.4281,0.8693,0.9267,0.9631,0.9851,0,1.01,1.443,1.915,2.49,5.956,11.616,13.627,15.536,17.954,0,-2015.905,-2024.456,-2030.598,-2037.818,-2066.123,-2094.898,-2103.479,-2109.69,-2117.483,0,0,0,0,0,0,0,0.018,0.032,0.043,0,0,0,0.025,0.042,0.082,0.114,0.122,0.13,0.138,0,0,0,0,0,0,0.061,0.071,0.08,0.089,0,0.073,0.132,0.203,0.308,0.747,0.966,0.983,0.992,0.997,0,0.023,0.027,0.031,0.036,0.056,0.083,0.091,0.098,0.108,0,0.952,0.961,0.97,0.978,1,1.014,1.017,1.019,1.022,0,-2012.397,-2020.228,-2027.318,-2034.342,-2062.877,-2091.803,-2100.475,-2106.425,-2114.459,0
"99","uni",31,0,1,2,250,2,2,0,6,4,"CE",3784.141,3799.305,3812.875,3828.972,3886.455,3944.273,3959.136,3972.793,3992.596,0,3779.979,3795.143,3808.712,3824.81,3882.293,3940.111,3954.974,3968.631,3988.433,0,3796.837,3812.001,3825.571,3841.668,3899.152,3956.97,3971.833,3985.489,4005.292,0,0.754,0.824,0.865,0.904,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,30.537,34.755,38.516,42.582,60.272,81.069,87.431,92.996,100.048,0,6,6,6,6,6,6,6,6,6,0,0.0063,0.0169,0.0362,0.0754,0.4329,0.8651,0.9273,0.9617,0.9835,0,1.05,1.466,1.915,2.529,5.913,11.434,13.461,15.438,17.963,0,-1885.989,-1893.571,-1900.356,-1908.405,-1937.147,-1966.056,-1973.487,-1980.315,-1990.217,0,0,0,0,0,0,0,0.017,0.031,0.044,0,0,0,0.025,0.043,0.082,0.113,0.122,0.129,0.138,0,0,0,0,0,0,0.06,0.071,0.079,0.089,0,0.074,0.135,0.211,0.318,0.75,0.965,0.983,0.992,0.997,0,0.023,0.028,0.031,0.036,0.056,0.083,0.091,0.098,0.106,0,0.918,0.941,0.955,0.968,1,1.021,1.026,1.031,1.038,0,-1882.011,-1889.815,-1896.378,-1904.59,-1933.941,-1962.596,-1970.558,-1977.717,-1986.906,0
"100","uni",34,0,2,2,250,2,2,0,6,4,"CE",3981.108,3995.814,4013.239,4029.767,4088.079,4144.476,4160.445,4176.805,4192.566,0,3976.946,3991.652,4009.077,4025.604,4083.917,4140.314,4156.283,4172.643,4188.404,0,3993.804,4008.51,4025.935,4042.463,4100.775,4157.172,4173.142,4189.501,4205.262,0,0.915,0.932,0.947,0.961,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,97.532,104.459,111.256,118.313,144.616,175.197,185.232,194.265,203.183,0,6,6,6,6,6,6,6,6,6,0,0.0071,0.0161,0.0351,0.0703,0.4341,0.8692,0.9339,0.9681,0.9879,0,0.929,1.357,1.838,2.492,5.902,11.645,13.537,15.564,17.589,0,-1984.473,-1991.826,-2000.538,-2008.802,-2037.959,-2066.157,-2074.142,-2082.322,-2090.202,0,0,0,0,0,0,0,0.018,0.032,0.042,0,0,0,0.022,0.042,0.081,0.114,0.122,0.13,0.137,0,0,0,0,0,0,0.061,0.071,0.08,0.088,0,0.08,0.131,0.207,0.306,0.751,0.966,0.985,0.993,0.998,0,0.021,0.025,0.029,0.034,0.054,0.08,0.089,0.097,0.106,0,0.972,0.977,0.982,0.987,1,1.008,1.01,1.012,1.013,0,-1980.257,-1988.094,-1997.068,-2005.588,-2034.794,-2063.165,-2071.367,-2079.484,-2087.038,0
"101","uni",37,0,0,1,500,2,2,0,6,4,"E",5542.112,5562.752,5582.901,5605.228,5689.197,5769.286,5791.919,5812.992,5832.099,38,5535.185,5555.825,5575.974,5598.301,5682.27,5762.359,5784.992,5806.066,5825.173,38,5554.816,5575.456,5595.605,5617.932,5701.901,5781.99,5804.623,5825.697,5844.804,38,0,0,0,0,0,1,1,1,1,38,2,2,2,2,2,2,2,2,2,38,0.0085,0.0234,0.0447,0.0928,0.4981,0.898,0.9486,0.9716,0.9879,38,0.023,0.058,0.105,0.215,1.392,4.754,6.195,7.485,9.426,38,6,6,6,6,6,6,6,6,6,38,0.003,0.0087,0.0201,0.0459,0.3313,0.7937,0.8873,0.9348,0.9695,38,1.334,1.828,2.325,3.118,6.888,12.802,14.979,17.158,19.778,38,-2763.593,-2773.913,-2783.987,-2795.15,-2837.135,-2877.18,-2888.496,-2899.033,-2908.586,38,0,0,0,0,0,0.006,0.02,0.028,0.036,38,0,0.015,0.027,0.038,0.062,0.084,0.09,0.096,0.102,38,0,0,0,0,0.017,0.048,0.055,0.061,0.068,38,0.159,0.255,0.357,0.485,0.856,0.984,0.993,0.997,0.999,38,0.019,0.022,0.025,0.029,0.044,0.061,0.066,0.071,0.078,38,-25.377,-0.178,-0.691,-6.863,1,1,1.461,2.47,5.749,38,-2759.827,-2770.46,-2780.232,-2790.959,-2833.374,-2873.739,-2885.037,-2895.046,-2905.216,38
"102","uni",38,1,0,1,500,2,2,0,6,4,"AE",6746.424,6768.43,6790.696,6814.394,6898.26,6978.906,7003.313,7022.378,7042.51,0,6739.497,6761.503,6783.769,6807.467,6891.333,6971.979,6996.386,7015.451,7035.583,0,6759.128,6781.134,6803.4,6827.098,6910.964,6991.61,7016.017,7035.082,7055.214,0,0.932,0.946,0.958,0.969,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,123.366,130.544,137.651,145.416,177.222,210.763,220.345,229.679,239.721,0,6,6,6,6,6,6,6,6,6,0,0.0092,0.0195,0.0395,0.0789,0.4565,0.8771,0.9383,0.9686,0.9867,0,0.965,1.352,1.785,2.421,5.708,11.308,13.213,15.089,16.968,0,-3365.748,-3376.752,-3387.884,-3399.734,-3441.667,-3481.989,-3494.193,-3503.726,-3513.792,0,0,0,0,0,0,0,0.01,0.02,0.028,0,0,0,0.013,0.029,0.057,0.079,0.085,0.09,0.095,0,0,0,0,0,0,0.042,0.049,0.055,0.06,0,0.26,0.353,0.46,0.582,0.911,0.992,0.997,0.999,1,0,0.015,0.018,0.021,0.025,0.039,0.057,0.063,0.068,0.073,0,0.977,0.982,0.986,0.99,1.001,1.007,1.008,1.009,1.01,0,-3361.831,-3373.213,-3384.637,-3396.507,-3438.216,-3478.735,-3490.822,-3499.961,-3510.577,0
"103","uni",39,2,0,1,500,2,2,0,6,4,"AE",7382.169,7404.934,7427.734,7451.452,7531.133,7610.805,7632.965,7654.255,7676.634,0,7375.242,7398.008,7420.807,7444.526,7524.207,7603.878,7626.038,7647.328,7669.707,0,7394.873,7417.639,7440.438,7464.157,7543.838,7623.509,7645.669,7666.959,7689.338,0,0.966,0.973,0.979,0.985,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,282.883,291.39,300.699,313.307,354.364,398.35,411.663,422.02,434.912,0,6,6,6,6,6,6,6,6,6,0,0.0064,0.0188,0.0398,0.0851,0.4359,0.8692,0.931,0.9628,0.9842,0,1.035,1.447,1.872,2.489,5.886,11.104,13.185,15.196,17.859,0,-3683.621,-3695.004,-3706.403,-3718.263,-3758.103,-3797.939,-3809.019,-3819.664,-3830.853,0,0,0,0,0,0,0,0.01,0.021,0.03,0,0,0,0.017,0.03,0.058,0.079,0.085,0.091,0.098,0,0,0,0,0,0,0.041,0.049,0.055,0.063,0,0.223,0.348,0.461,0.596,0.904,0.992,0.996,0.998,0.999,0,0.015,0.018,0.021,0.024,0.038,0.056,0.062,0.067,0.075,0,0.989,0.991,0.993,0.995,1,1.003,1.004,1.004,1.005,0,-3681.087,-3691.352,-3702.862,-3714.568,-3755.037,-3794.919,-3806.109,-3816.956,-3827.095,0
"104","uni",40,0,1,1,500,2,2,0,6,4,"CE",6636.902,6658.515,6679.031,6703.016,6786.285,6867.741,6891.83,6909.613,6930.749,0,6629.976,6651.588,6672.104,6696.089,6779.358,6860.814,6884.903,6902.686,6923.822,0,6649.607,6671.219,6691.735,6715.72,6798.989,6880.445,6904.535,6922.317,6943.453,0,0.959,0.967,0.974,0.981,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,218.633,228.637,238.401,249.513,289.293,330.705,342.399,354.205,367.066,0,6,6,6,6,6,6,6,6,6,0,0.0079,0.0192,0.0356,0.0759,0.4353,0.8711,0.935,0.9646,0.986,0,0.987,1.416,1.824,2.475,5.89,11.42,13.502,15.136,17.339,0,-3310.988,-3321.794,-3332.052,-3344.045,-3385.679,-3426.407,-3438.452,-3447.343,-3457.911,0,0,0,0,0,0,0,0.012,0.021,0.029,0,0,0,0.015,0.03,0.058,0.08,0.086,0.091,0.096,0,0,0,0,0,0,0.043,0.05,0.055,0.061,0,0.244,0.351,0.443,0.575,0.903,0.992,0.997,0.998,0.999,0,0.014,0.017,0.02,0.024,0.038,0.056,0.062,0.067,0.073,0,0.986,0.989,0.991,0.994,1,1.004,1.005,1.005,1.006,0,-3307.506,-3317.883,-3328.537,-3340.704,-3382.433,-3422.99,-3434.765,-3444.325,-3454.283,0
"105","uni",43,0,2,1,500,2,2,0,6,4,"CE",7152.062,7174.708,7193.549,7215.705,7298.786,7380.858,7402.116,7418.388,7441.856,0,7145.135,7167.781,7186.622,7208.778,7291.86,7373.931,7395.189,7411.461,7434.929,0,7164.766,7187.412,7206.253,7228.409,7311.491,7393.562,7414.82,7431.093,7454.56,0,0.979,0.984,0.987,0.99,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,496.81,510.32,521.421,535.95,589.009,642.94,659.045,673.654,688.759,0,6,6,6,6,6,6,6,6,6,0,0.006,0.0165,0.0339,0.0723,0.4276,0.8628,0.9337,0.9625,0.9831,0,1.06,1.45,1.833,2.549,5.96,11.567,13.635,15.501,18.014,0,-3568.568,-3579.89,-3589.311,-3600.389,-3641.93,-3682.966,-3693.595,-3701.731,-3713.464,0,0,0,0,0,0,0,0.013,0.022,0.031,0,0,0,0.015,0.031,0.058,0.08,0.086,0.092,0.098,0,0,0,0,0,0,0.043,0.05,0.056,0.063,0,0.217,0.331,0.435,0.566,0.9,0.991,0.997,0.998,0.999,0,0.014,0.017,0.019,0.022,0.036,0.055,0.061,0.067,0.074,0,0.993,0.995,0.996,0.997,1,1.002,1.002,1.003,1.003,0,-3565.756,-3576.568,-3585.993,-3597.095,-3638.478,-3679.783,-3690.14,-3699.284,-3710.656,0
"106","uni",46,0,0,2,500,2,2,0,6,4,"E",6922.543,6950.634,6969.463,6993.609,7076.279,7155.9,7178.23,7198.333,7218.359,55,6915.616,6943.707,6962.536,6986.682,7069.352,7148.973,7171.303,7191.406,7211.432,55,6935.247,6963.338,6982.167,7006.313,7088.983,7168.604,7190.934,7211.037,7231.063,55,0,0,0,0,0,1,1,1,1,55,2,2,2,2,2,2,2,2,2,55,0.0119,0.0277,0.0512,0.0992,0.4991,0.8923,0.9443,0.9679,0.9873,55,0.025,0.065,0.114,0.226,1.389,4.61,5.941,7.174,8.839,55,6,6,6,6,6,6,6,6,6,55,0.004,0.0095,0.0195,0.0469,0.333,0.8058,0.8921,0.9362,0.9685,55,1.308,1.809,2.278,3.014,6.864,12.745,15.078,16.918,19.061,55,-3453.808,-3467.854,-3477.268,-3489.341,-3530.676,-3570.487,-3581.651,-3591.703,-3601.716,55,0,0,0,0,0,0.005,0.02,0.027,0.034,55,0,0.014,0.026,0.037,0.062,0.084,0.09,0.095,0.1,55,0,0,0,0,0.017,0.047,0.055,0.06,0.066,55,0.181,0.264,0.353,0.489,0.857,0.985,0.994,0.997,0.999,55,0.019,0.022,0.025,0.029,0.044,0.061,0.067,0.072,0.081,55,-24.168,-0.132,-0.577,-5.081,1,1,1.468,2.335,4.936,55,-3449.94,-3463.913,-3473.608,-3485.41,-3526.748,-3566.866,-3578.543,-3587.743,-3598.22,55
"107","uni",47,1,0,2,500,2,2,0,6,4,"AE",7655.723,7682.455,7703.574,7728.312,7811.547,7890.4,7911.97,7933.002,7955.538,0,7648.796,7675.529,7696.648,7721.386,7804.621,7883.473,7905.043,7926.075,7948.611,0,7668.427,7695.16,7716.279,7741.017,7824.252,7903.104,7924.674,7945.706,7968.242,0,0.813,0.857,0.888,0.922,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,39.547,44.134,48.79,54.443,73.834,97.187,104.069,110.78,119.754,0,6,6,6,6,6,6,6,6,6,0,0.0067,0.0159,0.0366,0.0785,0.4362,0.8662,0.933,0.964,0.986,0,0.982,1.427,1.848,2.519,5.884,11.324,13.43,15.614,17.769,0,-3820.398,-3833.764,-3844.324,-3856.693,-3898.31,-3937.737,-3948.521,-3959.038,-3970.306,0,0,0,0,0,0,0,0.012,0.023,0.03,0,0,0,0.016,0.03,0.057,0.079,0.086,0.092,0.097,0,0,0,0,0,0,0.042,0.05,0.057,0.063,0,0.228,0.326,0.448,0.581,0.904,0.991,0.997,0.998,0.999,0,0.016,0.019,0.022,0.026,0.041,0.058,0.064,0.07,0.076,0,0.938,0.952,0.963,0.974,1.001,1.017,1.02,1.024,1.027,0,-3817.008,-3830.584,-3840.641,-3852.919,-3894.9,-3934.558,-3945.493,-3955.328,-3968.12,0
