"","Method","id","ace_a","ace_c","ace_e","n","NGroups","NDependentVars","NIndependentVars","NContinuousLatentVars","Parameters","TrueModel","aBIC_ace_0.01","aBIC_ace_0.025","aBIC_ace_0.05","aBIC_ace_0.1","aBIC_ace_0.5","aBIC_ace_0.9","aBIC_ace_0.95","aBIC_ace_0.975","aBIC_ace_0.99","aBIC_ace_NA","AIC_ace_0.01","AIC_ace_0.025","AIC_ace_0.05","AIC_ace_0.1","AIC_ace_0.5","AIC_ace_0.9","AIC_ace_0.95","AIC_ace_0.975","AIC_ace_0.99","AIC_ace_NA","BIC_ace_0.01","BIC_ace_0.025","BIC_ace_0.05","BIC_ace_0.1","BIC_ace_0.5","BIC_ace_0.9","BIC_ace_0.95","BIC_ace_0.975","BIC_ace_0.99","BIC_ace_NA","CFI_ace_0.01","CFI_ace_0.025","CFI_ace_0.05","CFI_ace_0.1","CFI_ace_0.5","CFI_ace_0.9","CFI_ace_0.95","CFI_ace_0.975","CFI_ace_0.99","CFI_ace_NA","ChiSqBaseline_DF_ace_0.01","ChiSqBaseline_DF_ace_0.025","ChiSqBaseline_DF_ace_0.05","ChiSqBaseline_DF_ace_0.1","ChiSqBaseline_DF_ace_0.5","ChiSqBaseline_DF_ace_0.9","ChiSqBaseline_DF_ace_0.95","ChiSqBaseline_DF_ace_0.975","ChiSqBaseline_DF_ace_0.99","ChiSqBaseline_DF_ace_NA","ChiSqBaseline_PValue_ace_0.01","ChiSqBaseline_PValue_ace_0.025","ChiSqBaseline_PValue_ace_0.05","ChiSqBaseline_PValue_ace_0.1","ChiSqBaseline_PValue_ace_0.5","ChiSqBaseline_PValue_ace_0.9","ChiSqBaseline_PValue_ace_0.95","ChiSqBaseline_PValue_ace_0.975","ChiSqBaseline_PValue_ace_0.99","ChiSqBaseline_PValue_ace_NA","ChiSqBaseline_Value_ace_0.01","ChiSqBaseline_Value_ace_0.025","ChiSqBaseline_Value_ace_0.05","ChiSqBaseline_Value_ace_0.1","ChiSqBaseline_Value_ace_0.5","ChiSqBaseline_Value_ace_0.9","ChiSqBaseline_Value_ace_0.95","ChiSqBaseline_Value_ace_0.975","ChiSqBaseline_Value_ace_0.99","ChiSqBaseline_Value_ace_NA","ChiSqM_DF_ace_0.01","ChiSqM_DF_ace_0.025","ChiSqM_DF_ace_0.05","ChiSqM_DF_ace_0.1","ChiSqM_DF_ace_0.5","ChiSqM_DF_ace_0.9","ChiSqM_DF_ace_0.95","ChiSqM_DF_ace_0.975","ChiSqM_DF_ace_0.99","ChiSqM_DF_ace_NA","ChiSqM_PValue_ace_0.01","ChiSqM_PValue_ace_0.025","ChiSqM_PValue_ace_0.05","ChiSqM_PValue_ace_0.1","ChiSqM_PValue_ace_0.5","ChiSqM_PValue_ace_0.9","ChiSqM_PValue_ace_0.95","ChiSqM_PValue_ace_0.975","ChiSqM_PValue_ace_0.99","ChiSqM_PValue_ace_NA","ChiSqM_Value_ace_0.01","ChiSqM_Value_ace_0.025","ChiSqM_Value_ace_0.05","ChiSqM_Value_ace_0.1","ChiSqM_Value_ace_0.5","ChiSqM_Value_ace_0.9","ChiSqM_Value_ace_0.95","ChiSqM_Value_ace_0.975","ChiSqM_Value_ace_0.99","ChiSqM_Value_ace_NA","LL_ace_0.01","LL_ace_0.025","LL_ace_0.05","LL_ace_0.1","LL_ace_0.5","LL_ace_0.9","LL_ace_0.95","LL_ace_0.975","LL_ace_0.99","LL_ace_NA","RMSEA_90CI_LB_ace_0.01","RMSEA_90CI_LB_ace_0.025","RMSEA_90CI_LB_ace_0.05","RMSEA_90CI_LB_ace_0.1","RMSEA_90CI_LB_ace_0.5","RMSEA_90CI_LB_ace_0.9","RMSEA_90CI_LB_ace_0.95","RMSEA_90CI_LB_ace_0.975","RMSEA_90CI_LB_ace_0.99","RMSEA_90CI_LB_ace_NA","RMSEA_90CI_UB_ace_0.01","RMSEA_90CI_UB_ace_0.025","RMSEA_90CI_UB_ace_0.05","RMSEA_90CI_UB_ace_0.1","RMSEA_90CI_UB_ace_0.5","RMSEA_90CI_UB_ace_0.9","RMSEA_90CI_UB_ace_0.95","RMSEA_90CI_UB_ace_0.975","RMSEA_90CI_UB_ace_0.99","RMSEA_90CI_UB_ace_NA","RMSEA_Estimate_ace_0.01","RMSEA_Estimate_ace_0.025","RMSEA_Estimate_ace_0.05","RMSEA_Estimate_ace_0.1","RMSEA_Estimate_ace_0.5","RMSEA_Estimate_ace_0.9","RMSEA_Estimate_ace_0.95","RMSEA_Estimate_ace_0.975","RMSEA_Estimate_ace_0.99","RMSEA_Estimate_ace_NA","RMSEA_pLT05_ace_0.01","RMSEA_pLT05_ace_0.025","RMSEA_pLT05_ace_0.05","RMSEA_pLT05_ace_0.1","RMSEA_pLT05_ace_0.5","RMSEA_pLT05_ace_0.9","RMSEA_pLT05_ace_0.95","RMSEA_pLT05_ace_0.975","RMSEA_pLT05_ace_0.99","RMSEA_pLT05_ace_NA","SRMR_ace_0.01","SRMR_ace_0.025","SRMR_ace_0.05","SRMR_ace_0.1","SRMR_ace_0.5","SRMR_ace_0.9","SRMR_ace_0.95","SRMR_ace_0.975","SRMR_ace_0.99","SRMR_ace_NA","TLI_ace_0.01","TLI_ace_0.025","TLI_ace_0.05","TLI_ace_0.1","TLI_ace_0.5","TLI_ace_0.9","TLI_ace_0.95","TLI_ace_0.975","TLI_ace_0.99","TLI_ace_NA","UnrestrictedLL_ace_0.01","UnrestrictedLL_ace_0.025","UnrestrictedLL_ace_0.05","UnrestrictedLL_ace_0.1","UnrestrictedLL_ace_0.5","UnrestrictedLL_ace_0.9","UnrestrictedLL_ace_0.95","UnrestrictedLL_ace_0.975","UnrestrictedLL_ace_0.99","UnrestrictedLL_ace_NA"
"77","cov",65,1,0,2,1000,2,2,0,6,4,"AE",15393.7,15428.74,15465.36,15497.39,15615,15722.66,15760.54,15786.14,15829.58,755,15384,15419.05,15455.67,15487.7,15605.31,15712.97,15750.84,15776.44,15819.89,755,15406.4,15441.45,15478.07,15510.1,15627.71,15735.37,15773.25,15798.85,15842.29,755,0.918,0.935,0.95,0.964,1,1,1,1,1,755,2,2,2,2,2,2,2,2,2,755,0,0,0,0,0,0,0,0,0,755,94.181,102.967,109.238,117.944,146.544,178.438,188.252,197.107,207.627,755,6,6,6,6,6,6,6,6,6,755,0.0064,0.0185,0.0401,0.0859,0.4661,0.8886,0.9392,0.9669,0.9855,755,1.001,1.377,1.774,2.312,5.624,11.055,13.184,15.174,17.927,755,-7688,-7705.524,-7723.833,-7739.848,-7798.654,-7852.484,-7871.423,-7884.223,-7905.943,755,0,0,0,0,0,0,0.007,0.015,0.022,755,0,0,0.009,0.019,0.04,0.056,0.06,0.064,0.069,755,0,0,0,0,0,0.029,0.035,0.039,0.045,755,0.602,0.732,0.82,0.894,0.99,1,1,1,1,755,0.011,0.014,0.015,0.018,0.028,0.041,0.045,0.048,0.052,755,0.973,0.978,0.983,0.988,1.001,1.009,1.01,1.011,1.013,755,-7685.725,-7701.772,-7721.056,-7736.447,-7795.229,-7849.503,-7868.079,-7881.777,-7902.878,755
"78","cov",66,2,0,2,1000,2,2,0,6,4,"AE",16343.85,16381.67,16413.31,16444.08,16557.82,16672.26,16702.98,16729.6,16760.63,811,16334.16,16371.98,16403.61,16434.39,16548.12,16662.57,16693.29,16719.9,16750.94,811,16356.56,16394.38,16426.02,16456.79,16570.53,16684.97,16715.69,16742.31,16773.34,811,0.968,0.975,0.98,0.986,1,1,1,1,1,811,2,2,2,2,2,2,2,2,2,811,0,0,0,0,0,0,0,0,0,811,274.435,288.305,297.148,308.897,353.784,399.552,415.16,426.291,439.313,811,6,6,6,6,6,6,6,6,6,811,0.0091,0.0231,0.0456,0.0905,0.4542,0.8728,0.9388,0.9685,0.9864,811,0.972,1.353,1.776,2.46,5.726,10.932,12.836,14.648,17.011,811,-8163.078,-8181.989,-8197.807,-8213.195,-8270.063,-8327.284,-8342.644,-8355.951,-8371.468,811,0,0,0,0,0,0,0.004,0.013,0.02,811,0,0,0.009,0.021,0.04,0.055,0.059,0.063,0.067,811,0,0,0,0,0,0.029,0.034,0.038,0.043,811,0.646,0.758,0.833,0.899,0.99,1,1,1,1,811,0.011,0.013,0.015,0.018,0.028,0.041,0.045,0.049,0.053,811,0.989,0.992,0.993,0.995,1,1.003,1.004,1.004,1.005,811,-8159.547,-8178.234,-8194.098,-8210.468,-8266.98,-8324.54,-8339.29,-8353.36,-8368.484,811
"79","cov",67,0,1,2,1000,2,2,0,6,4,"CE",15318.66,15350.85,15377.08,15410.17,15526.33,15638.12,15667.72,15690.96,15728.7,846,15308.96,15341.16,15367.38,15400.47,15516.64,15628.42,15658.02,15681.26,15719,846,15331.36,15363.56,15389.78,15422.87,15539.04,15650.83,15680.43,15703.67,15741.41,846,0.949,0.96,0.969,0.978,1,1,1,1,1,846,2,2,2,2,2,2,2,2,2,846,0,0,0,0,0,0,0,0,0,846,172.513,181.856,189.781,200.085,237.771,276.597,289.392,300.572,312.966,846,6,6,6,6,6,6,6,6,6,846,0.0067,0.0196,0.0395,0.079,0.464,0.8809,0.9397,0.9699,0.9901,846,0.853,1.33,1.765,2.383,5.645,11.305,13.232,15.088,17.771,846,-7650.48,-7666.579,-7679.691,-7696.235,-7754.318,-7810.213,-7825.011,-7836.632,-7855.502,846,0,0,0,0,0,0,0.007,0.014,0.021,846,0,0,0.009,0.02,0.04,0.056,0.06,0.064,0.069,846,0,0,0,0,0,0.03,0.035,0.039,0.044,846,0.608,0.739,0.818,0.887,0.99,1,1,1,1,846,0.01,0.013,0.015,0.018,0.028,0.041,0.045,0.049,0.053,846,0.983,0.987,0.99,0.993,1,1.005,1.006,1.007,1.008,846,-7647.212,-7663.927,-7676.314,-7692.848,-7751.077,-7807.313,-7821.754,-7833.216,-7851.983,846
"80","cov",70,0,2,2,1000,2,2,0,6,4,"CE",16124.52,16157.92,16189.83,16219.36,16332.19,16451.35,16483.31,16509.33,16542.64,756,16114.83,16148.22,16180.13,16209.66,16322.49,16441.65,16473.62,16499.63,16532.95,756,16137.23,16170.62,16202.53,16232.07,16344.9,16464.06,16496.02,16522.04,16555.35,756,0.98,0.984,0.988,0.991,1,1,1,1,1,756,2,2,2,2,2,2,2,2,2,756,0,0,0,0,0,0,0,0,0,756,478.286,494.173,507.205,521.265,577.091,633.926,652.071,666.553,685.991,756,6,6,6,6,6,6,6,6,6,756,0.0092,0.0211,0.0425,0.0892,0.4724,0.8785,0.936,0.9693,0.9867,756,0.961,1.339,1.805,2.406,5.575,10.948,13.033,14.883,17.006,756,-8053.413,-8070.111,-8086.065,-8100.832,-8157.247,-8216.826,-8232.809,-8245.816,-8262.474,756,0,0,0,0,0,0,0.006,0.014,0.02,756,0,0,0.01,0.02,0.039,0.055,0.06,0.064,0.067,756,0,0,0,0,0,0.029,0.034,0.038,0.043,756,0.648,0.748,0.826,0.897,0.991,1,1,1,1,756,0.01,0.013,0.015,0.017,0.027,0.041,0.046,0.049,0.055,756,0.993,0.995,0.996,0.997,1,1.002,1.002,1.003,1.003,756,-8049.325,-8066.386,-8082.324,-8097.542,-8154.317,-8213.63,-8229.578,-8242.801,-8259.829,756
"81","uni",1,0,0,1,100,2,2,0,6,4,"E",1074.667,1084.35,1094.206,1103.777,1141.452,1177.849,1187.525,1196.088,1205.823,9,1074.146,1083.829,1093.685,1103.256,1140.931,1177.328,1187.004,1195.567,1205.303,9,1087.34,1097.022,1106.878,1116.45,1154.125,1190.522,1200.198,1208.761,1218.496,9,0,0,0,0,0,1,1,1,1,9,2,2,2,2,2,2,2,2,2,9,0.0096,0.0245,0.0483,0.0987,0.4878,0.8933,0.9464,0.9698,0.9883,9,0.022,0.06,0.11,0.225,1.436,4.629,6.061,7.403,9.167,9,6,6,6,6,6,6,6,6,6,9,0.0031,0.0092,0.0217,0.0489,0.3494,0.7998,0.8919,0.9367,0.9704,9,1.318,1.8,2.283,3.071,6.701,12.645,14.819,17.005,19.667,9,-533.073,-537.915,-542.842,-547.628,-566.466,-584.664,-589.502,-593.784,-598.651,9,0,0,0,0,0,0.007,0.043,0.062,0.08,9,0,0.031,0.059,0.083,0.138,0.187,0.201,0.213,0.228,9,0,0,0,0,0.034,0.105,0.121,0.135,0.151,9,0.013,0.032,0.062,0.117,0.503,0.878,0.938,0.965,0.984,9,0.041,0.049,0.056,0.064,0.098,0.141,0.155,0.168,0.19,9,-0.021,-0.24,-0.881,0.022,1,1.005,1.47,2.323,5.066,9,-529.189,-533.994,-538.552,-544.044,-562.719,-580.984,-585.79,-590.395,-595.735,9
"82","uni",2,1,0,1,100,2,2,0,6,4,"AE",1316.578,1326.502,1334.938,1345.644,1382.617,1417.733,1427.458,1435.752,1444.687,0,1316.057,1325.981,1334.417,1345.123,1382.096,1417.213,1426.937,1435.231,1444.167,0,1329.25,1339.174,1347.61,1358.316,1395.29,1430.406,1440.131,1448.424,1457.36,0,0.538,0.672,0.746,0.826,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2e-04,0.001,0,13.767,16.715,19.87,23.103,36.62,52.947,57.942,62.695,68.431,0,6,6,6,6,6,6,6,6,6,0,0.0059,0.0155,0.0327,0.0721,0.4319,0.8567,0.9283,0.9632,0.9857,0,0.986,1.441,1.904,2.603,5.92,11.576,13.74,15.689,18.016,0,-654.028,-658.991,-663.208,-668.561,-687.048,-704.606,-709.469,-713.615,-718.083,0,0,0,0,0,0,0,0.031,0.051,0.069,0,0,0,0.039,0.07,0.129,0.179,0.194,0.206,0.219,0,0,0,0,0,0,0.096,0.114,0.127,0.142,0,0.022,0.048,0.086,0.157,0.583,0.915,0.96,0.98,0.993,0,0.034,0.043,0.05,0.057,0.09,0.135,0.15,0.165,0.183,0,0.846,0.891,0.915,0.942,1.001,1.036,1.045,1.055,1.07,0,-650.03,-654.983,-659.909,-664.992,-683.692,-701.17,-706.57,-710.516,-714.938,0
"83","uni",3,2,0,1,100,2,2,0,6,4,"AE",1442.359,1453.97,1463.079,1473.934,1509.453,1543.707,1554.899,1564.167,1572.609,0,1441.839,1453.449,1462.559,1473.413,1508.932,1543.186,1554.378,1563.646,1572.088,0,1455.032,1466.643,1475.752,1486.607,1522.125,1556.38,1567.571,1576.839,1585.282,0,0.805,0.848,0.878,0.912,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,41.147,44.75,48.755,53.27,71.86,91.956,98.055,103.343,110.037,0,6,6,6,6,6,6,6,6,6,0,0.0049,0.0142,0.0316,0.0671,0.4272,0.873,0.9319,0.9642,0.9823,0,1.076,1.425,1.862,2.452,5.961,11.767,13.83,15.898,18.574,0,-716.919,-722.725,-727.279,-732.707,-750.466,-767.593,-773.189,-777.823,-782.044,0,0,0,0,0,0,0,0.032,0.053,0.073,0,0,0,0.036,0.065,0.129,0.181,0.195,0.207,0.222,0,0,0,0,0,0,0.098,0.114,0.128,0.145,0,0.019,0.045,0.083,0.149,0.579,0.926,0.962,0.981,0.991,0,0.033,0.04,0.046,0.054,0.088,0.136,0.151,0.165,0.18,0,0.935,0.949,0.959,0.971,1,1.017,1.021,1.024,1.027,0,-712.726,-718.94,-723.533,-729.097,-747.087,-764.515,-769.801,-774.74,-779.248,0
"84","uni",4,0,1,1,100,2,2,0,6,4,"CE",1292.038,1303.63,1312.493,1323.404,1360.188,1396.584,1405.787,1413.624,1423.319,0,1291.517,1303.109,1311.972,1322.883,1359.668,1396.063,1405.266,1413.104,1422.798,0,1304.711,1316.302,1325.165,1336.077,1372.861,1409.257,1418.459,1426.297,1435.991,0,0.762,0.825,0.865,0.902,0.999,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,29.881,33.74,36.86,41.182,58.644,78.554,84.372,89.665,95.596,0,6,6,6,6,6,6,6,6,6,0,0.0065,0.0159,0.0369,0.0754,0.4192,0.8528,0.9201,0.9584,0.9839,0,1.039,1.508,1.993,2.636,6.034,11.446,13.395,15.491,17.88,0,-641.759,-647.555,-651.986,-657.442,-675.834,-694.032,-698.633,-702.552,-707.399,0,0,0,0,0,0,0,0.025,0.049,0.068,0,0,0,0.045,0.071,0.13,0.178,0.192,0.205,0.218,0,0,0,0,0,0.007,0.095,0.111,0.126,0.141,0,0.024,0.049,0.094,0.163,0.571,0.913,0.955,0.978,0.992,0,0.035,0.041,0.047,0.055,0.088,0.131,0.146,0.16,0.177,0,0.921,0.942,0.955,0.967,1,1.021,1.027,1.031,1.037,0,-638.28,-644.151,-648.728,-653.945,-672.532,-690.689,-695.654,-699.825,-704.945,0
"85","uni",7,0,2,1,100,2,2,0,6,4,"CE",1392.608,1403.956,1413.995,1425.278,1462.013,1498.527,1507.956,1516.885,1526.206,0,1392.087,1403.435,1413.474,1424.757,1461.492,1498.006,1507.435,1516.365,1525.685,0,1405.28,1416.629,1426.667,1437.95,1474.685,1511.2,1520.629,1529.558,1538.879,0,0.889,0.913,0.932,0.951,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,77.484,83.305,88.791,95.714,119.045,143.457,151.403,157.33,165.374,0,6,6,6,6,6,6,6,6,6,0,0.0049,0.0124,0.0299,0.0686,0.4399,0.8698,0.9322,0.9654,0.989,0,0.89,1.402,1.855,2.483,5.851,11.716,13.977,16.261,18.446,0,-692.044,-697.718,-702.737,-708.378,-726.746,-745.003,-749.718,-754.182,-758.843,0,0,0,0,0,0,0,0.034,0.056,0.072,0,0,0,0.036,0.066,0.128,0.18,0.195,0.209,0.221,0,0,0,0,0,0,0.098,0.115,0.131,0.144,0,0.019,0.04,0.08,0.151,0.591,0.924,0.962,0.981,0.994,0,0.03,0.036,0.042,0.049,0.081,0.128,0.145,0.162,0.18,0,0.963,0.971,0.977,0.984,1,1.01,1.013,1.014,1.016,0,-688.571,-694.101,-699.385,-704.772,-723.311,-741.804,-746.504,-751.515,-755.705,0
"86","uni",10,0,0,2,100,2,2,0,6,4,"E",1352.889,1361.67,1370.761,1381.458,1418.702,1453.469,1463.936,1471.808,1484.084,5,1352.368,1361.149,1370.24,1380.937,1418.181,1452.948,1463.415,1471.287,1483.564,5,1365.561,1374.342,1383.434,1394.13,1431.375,1466.141,1476.609,1484.48,1496.757,5,0,0,0,0,0,1,1,1,1,5,2,2,2,2,2,2,2,2,2,5,0.0084,0.0225,0.051,0.0974,0.4985,0.901,0.9528,0.9787,0.992,5,0.015,0.043,0.096,0.209,1.392,4.658,5.949,7.587,9.507,5,6,6,6,6,6,6,6,6,6,5,0.0029,0.0093,0.0209,0.044,0.3378,0.7958,0.8763,0.9261,0.9664,5,1.386,1.924,2.425,3.103,6.82,12.941,14.912,16.97,19.875,5,-672.184,-676.574,-681.12,-686.469,-705.091,-722.474,-727.708,-731.643,-737.782,5,0,0,0,0,0,0.017,0.044,0.062,0.081,5,0,0.041,0.064,0.084,0.139,0.189,0.201,0.213,0.229,5,0,0,0,0,0.037,0.108,0.122,0.135,0.152,5,0.012,0.032,0.061,0.108,0.491,0.875,0.928,0.959,0.982,5,0.043,0.05,0.057,0.065,0.098,0.142,0.158,0.173,0.19,5,-0.005,-0.181,-0.855,0.008,1,1,1.441,2.162,4.164,5,-668.266,-672.9,-677.126,-682.522,-701.368,-718.951,-723.819,-728.36,-734.319,5
"87","uni",11,1,0,2,100,2,2,0,6,4,"AE",1497.014,1508.934,1518.779,1529.13,1565.073,1601.406,1612.201,1620.703,1629.427,0,1496.494,1508.414,1518.258,1528.609,1564.552,1600.886,1611.68,1620.182,1628.906,0,1509.687,1521.607,1531.451,1541.802,1577.746,1614.079,1624.873,1633.376,1642.1,0,0,0,0.233,0.521,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,4e-04,0.0258,0.0611,0.1183,0.2261,0,2.964,4.266,5.585,7.313,15.776,26.994,30.868,34.631,39.033,0,6,6,6,6,6,6,6,6,6,0,0.0062,0.0153,0.0345,0.0737,0.4285,0.8623,0.9236,0.9603,0.9829,0,1.057,1.478,1.954,2.555,5.952,11.507,13.584,15.694,17.967,0,-744.247,-750.207,-755.129,-760.305,-778.276,-796.443,-801.84,-806.091,-810.453,0,0,0,0,0,0,0,0.028,0.051,0.069,0,0,0,0.043,0.069,0.129,0.179,0.193,0.206,0.219,0,0,0,0,0,0,0.096,0.112,0.127,0.141,0,0.023,0.047,0.089,0.16,0.58,0.919,0.957,0.979,0.991,0,0.037,0.044,0.05,0.059,0.092,0.135,0.151,0.164,0.18,0,0.329,0.627,0.749,0.842,1,1.106,1.166,1.228,1.357,0,-739.65,-747.025,-751.635,-756.517,-775.092,-793.279,-798.511,-802.71,-807.644,0
"88","uni",12,2,0,2,100,2,2,0,6,4,"AE",1591.665,1601.899,1610.289,1621.383,1659.424,1695.883,1705.507,1714.651,1724.842,0,1591.145,1601.378,1609.768,1620.862,1658.903,1695.363,1704.987,1714.131,1724.322,0,1604.338,1614.572,1622.962,1634.055,1672.096,1708.556,1718.18,1727.324,1737.515,0,0.56,0.676,0.756,0.828,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1e-04,2e-04,7e-04,0,14.397,17.094,19.767,23.292,36.409,52.654,57.632,62.251,66.625,0,6,6,6,6,6,6,6,6,6,0,0.0055,0.016,0.0341,0.0754,0.4368,0.8678,0.9268,0.9632,0.985,0,1.003,1.436,1.918,2.503,5.878,11.444,13.623,15.614,18.268,0,-791.572,-796.689,-800.884,-806.431,-825.452,-843.681,-848.493,-853.065,-858.161,0,0,0,0,0,0,0,0.029,0.051,0.071,0,0,0,0.04,0.067,0.128,0.178,0.193,0.205,0.22,0,0,0,0,0,0,0.095,0.113,0.127,0.143,0,0.021,0.049,0.089,0.163,0.588,0.923,0.959,0.98,0.992,0,0.036,0.042,0.048,0.057,0.09,0.134,0.149,0.164,0.181,0,0.853,0.892,0.919,0.943,1.001,1.037,1.047,1.057,1.073,0,-788.552,-793.169,-797.585,-802.872,-822.192,-840.445,-845.293,-849.868,-854.851,0
"89","uni",13,0,1,2,100,2,2,0,6,4,"CE",1488.353,1498.617,1508.638,1519.77,1556.213,1592.877,1602.765,1611.699,1623.163,0,1487.832,1498.096,1508.117,1519.249,1555.693,1592.356,1602.245,1611.178,1622.642,0,1501.025,1511.289,1521.311,1532.442,1568.886,1605.549,1615.438,1624.371,1635.835,0,0.253,0.488,0.623,0.749,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,9e-04,0.0035,0.0093,0.022,0,7.609,9.334,11.29,13.954,24.739,38.384,42.857,47.019,52.503,0,6,6,6,6,6,6,6,6,6,0,0.006,0.016,0.0368,0.0746,0.4364,0.8621,0.9278,0.9636,0.9857,0,0.996,1.427,1.909,2.556,5.883,11.465,13.42,15.595,18.078,0,-739.916,-745.048,-750.059,-755.625,-773.846,-792.178,-797.122,-801.589,-807.321,0,0,0,0,0,0,0,0.026,0.05,0.07,0,0,0,0.04,0.069,0.129,0.179,0.192,0.205,0.219,0,0,0,0,0,0,0.095,0.111,0.126,0.142,0,0.022,0.049,0.094,0.161,0.587,0.919,0.96,0.98,0.993,0,0.036,0.042,0.049,0.057,0.091,0.133,0.148,0.163,0.183,0,0.752,0.83,0.875,0.917,1.002,1.057,1.081,1.104,1.139,0,-736.089,-741.493,-746.439,-752.332,-770.716,-788.983,-794.129,-798.578,-804.246,0
"90","uni",16,0,2,2,100,2,2,0,6,4,"CE",1567.099,1580.073,1589.821,1600.55,1637.027,1673.071,1682.738,1690.44,1698.826,0,1566.578,1579.552,1589.301,1600.029,1636.506,1672.55,1682.217,1689.919,1698.305,0,1579.772,1592.745,1602.494,1613.222,1649.699,1685.743,1695.411,1703.112,1711.499,0,0.768,0.82,0.858,0.899,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,29.569,33.242,36.948,41.544,58.885,78.532,85.039,90.187,97.154,0,6,6,6,6,6,6,6,6,6,0,0.0061,0.0149,0.0325,0.0702,0.4231,0.8674,0.9299,0.9644,0.984,0,1.037,1.415,1.885,2.508,5.999,11.649,13.738,15.732,17.833,0,-779.289,-785.776,-790.65,-796.015,-814.253,-832.275,-837.109,-840.96,-845.153,0,0,0,0,0,0,0,0.031,0.052,0.068,0,0,0,0.038,0.067,0.13,0.18,0.194,0.206,0.218,0,0,0,0,0,0,0.097,0.114,0.127,0.14,0,0.023,0.046,0.085,0.154,0.575,0.922,0.961,0.981,0.992,0,0.034,0.041,0.046,0.054,0.088,0.133,0.15,0.164,0.181,0,0.923,0.94,0.953,0.966,1,1.021,1.027,1.032,1.038,0,-776.145,-782.539,-787.204,-792.455,-810.979,-829.014,-833.8,-837.76,-842.762,0
"91","uni",19,0,0,1,250,2,2,0,6,4,"E",2743.283,2757.748,2770.771,2787.857,2847.922,2904.485,2919.743,2934.092,2951.591,21,2739.12,2753.586,2766.609,2783.694,2843.76,2900.323,2915.581,2929.93,2947.429,21,2755.979,2770.445,2783.467,2800.553,2860.618,2917.181,2932.439,2946.788,2964.288,21,0,0,0,0,0,1,1,1,1,21,2,2,2,2,2,2,2,2,2,21,0.0086,0.0236,0.0529,0.1016,0.4925,0.9007,0.9516,0.976,0.9898,21,0.02,0.048,0.099,0.209,1.417,4.573,5.877,7.485,9.393,21,6,6,6,6,6,6,6,6,6,21,0.0038,0.0106,0.0216,0.0448,0.34,0.7885,0.8791,0.9327,0.9733,21,1.248,1.853,2.382,3.158,6.797,12.886,14.802,16.66,19.231,21,-1365.56,-1372.793,-1379.304,-1387.847,-1417.88,-1446.162,-1453.79,-1460.965,-1469.715,21,0,0,0,0,0,0.01,0.027,0.037,0.049,21,0,0.023,0.04,0.054,0.088,0.119,0.127,0.134,0.143,21,0,0,0,0,0.023,0.068,0.077,0.084,0.094,21,0.054,0.102,0.156,0.238,0.676,0.939,0.969,0.985,0.995,21,0.026,0.032,0.036,0.041,0.062,0.088,0.095,0.101,0.111,21,-26.701,-0.136,-0.597,-4.449,1,1,1.379,2.1,3.698,21,-1361.834,-1368.89,-1375.42,-1384.315,-1413.644,-1442.405,-1450.059,-1457.913,-1465.831,21
"92","uni",20,1,0,1,250,2,2,0,6,4,"AE",3347.558,3364.531,3378.231,3394.743,3452.049,3507.995,3522.959,3536.692,3548.855,1,3343.395,3360.368,3374.069,3390.581,3447.887,3503.833,3518.796,3532.53,3544.693,1,3360.254,3377.227,3390.927,3407.44,3464.746,3520.691,3535.655,3549.389,3561.552,1,0.844,0.887,0.911,0.936,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,51.714,57.054,61.938,67.901,89.338,114.396,120.828,128.08,137.052,1,6,6,6,6,6,6,6,6,6,1,0.0057,0.0156,0.0362,0.077,0.4457,0.8722,0.9306,0.9641,0.9826,1,1.064,1.416,1.877,2.465,5.802,11.376,13.431,15.66,18.219,1,-1667.698,-1676.184,-1683.034,-1691.291,-1719.944,-1747.916,-1755.398,-1762.265,-1768.347,1,0,0,0,0,0,0,0.016,0.032,0.045,1,0,0,0.024,0.042,0.081,0.113,0.121,0.13,0.139,1,0,0,0,0,0,0.06,0.07,0.08,0.09,1,0.069,0.129,0.211,0.322,0.759,0.967,0.984,0.992,0.997,1,0.022,0.027,0.03,0.035,0.056,0.082,0.09,0.099,0.108,1,0.948,0.962,0.97,0.979,1.001,1.014,1.016,1.019,1.022,1,-1664.847,-1672.403,-1679.331,-1687.918,-1716.914,-1744.858,-1752.572,-1759.167,-1765.639,1
